Maine
2014
"Maine Natural Areas Program"
"Maine  , 2014"

"Total Species:",2396
"Native Species:",1514
"Non-native Species:",882
"Total Mean C:",3.2
"Native Mean C:",5

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Ailanthus altissima",Simaroubaceae,AILALT,non-native,0,5,tree,perennial,"tree of heaven"
"Ajuga genevensis",Lamiaceae,AJUGEN,non-native,0,,forb,perennial,"blue bugle"
"Ajuga reptans",Lamiaceae,AJUREP,non-native,0,,forb,perennial,"common bugle"
"Alchemilla xanthochlora",Rosaceae,ALCXAN,non-native,0,,forb,perennial,"hairy ladys mantle"
"Alisma subcordatum",Alismataceae,ALISUB,native,4,-5,forb,perennial,"american water plantain"
"Alisma triviale",Alismataceae,ALITRI,native,4,-5,forb,perennial,"northern water plantain"
"Alliaria petiolata",Brassicaceae,ALLPET,non-native,0,3,forb,biennial,"garlic mustard"
"Allium canadense",Alliaceae,ALLCAN,native,7,3,forb,perennial,"meadow garlic"
"Allium cepa",Alliaceae,ALLCEP,non-native,0,,forb,perennial,"garden onion"
"Allium schoenoprasum var. sibiricum",Alliaceae,ALSCSI,native,7,3,forb,perennial,"wild chives"
"Allium tricoccum",Alliaceae,ALLTRI,native,8,3,forb,perennial,ramp
"Allium vineale",Alliaceae,ALLVIN,non-native,0,3,forb,perennial,"wild garlic"
"Allium �proliferum",Alliaceae,ALL�PR,non-native,0,,forb,perennial,"garden onion"
"Alnus glutinosa",Betulaceae,ALNGLU,non-native,0,-3,tree,perennial,"european alder"
"Alnus incana ssp. rugosa",Betulaceae,ALNINC,native,2,-3,tree,perennial,"speckled alder"
"Alnus serrulata",Betulaceae,ALNSER,native,5,-5,shrub,perennial,"hazel alder"
"Alnus viridis ssp. crispa",Betulaceae,ALNCRI,native,4,0,tree,perennial,"mountain alder"
"Alopecurus aequalis",Poaceae,ALOAEQ,native,6,-5,grass,perennial,"shortawn foxtail"
"Alopecurus geniculatus",Poaceae,ALOGEN,non-native,0,-5,grass,perennial,"water foxtail"
"Alopecurus myosuroides",Poaceae,ALOMYO,non-native,0,-3,grass,annual,"slender meadow foxtail"
"Alopecurus pratensis",Poaceae,ALOPRA,non-native,0,0,grass,perennial,"meadow foxtail"
"Alyssum alyssoides",Brassicaceae,ALYALY,non-native,0,,forb,annual,"pale madwort"
"Amaranthus albus",Amaranthaceae,AMAALB,non-native,0,3,forb,annual,"prostrate pigweed"
"Amaranthus blitoides",Amaranthaceae,AMABLI,non-native,0,3,forb,annual,"mat amaranth"
"Amaranthus cannabinus",Amaranthaceae,AMACAN,native,7,-5,forb,perennial,"tidalmarsh amaranth"
"Amaranthus caudatus",Amaranthaceae,AMACAU,non-native,0,,forb,annual,love-lies-bleeding
"Amaranthus cruentus",Amaranthaceae,AMACRU,non-native,0,,forb,annual,"red amaranth"
"Amaranthus hybridus",Amaranthaceae,AMAHYB,non-native,0,,forb,perennial,"slim amaranth"
"Amaranthus powellii",Amaranthaceae,AMAPOW,non-native,0,,forb,annual,"powells amaranth"
"Amaranthus retroflexus",Amaranthaceae,AMARET,non-native,0,3,forb,annual,"redroot amaranth"
"Amaranthus spinosus",Amaranthaceae,AMASPI,non-native,0,3,forb,annual,"spiny amaranth"
"Amaranthus tuberculatus",Amaranthaceae,AMATUB,non-native,0,-5,forb,annual,"roughfruit amaranth"
"Ambrosia artemisiifolia",Asteraceae,AMBART,native,2,3,forb,annual,"annual ragweed"
"Ambrosia psilostachya",Asteraceae,AMBPSI,non-native,0,0,forb,perennial,"cuman ragweed"
"Ambrosia trifida",Asteraceae,AMBTRI,native,2,0,forb,annual,"great ragweed"
"Amelanchier arborea",Rosaceae,AMEARB,native,5,3,tree,perennial,"common serviceberry"
"Amelanchier bartramiana",Rosaceae,AMEBAR,native,6,0,shrub,perennial,"oblongfruit serviceberry"
"Amelanchier canadensis",Rosaceae,AMECAN,native,5,0,tree,perennial,"canadian serviceberry"
"Amelanchier laevis",Rosaceae,AMELAE,native,3,,tree,perennial,"allegheny serviceberry"
"Amelanchier nantucketensis",Rosaceae,AMENAN,native,4,3,shrub,perennial,"nantucket serviceberry"
"Amelanchier sanguinea",Rosaceae,AMESAN,native,5,,shrub,perennial,"roundleaf serviceberry"
"Amelanchier sanguinea var. gaspensis",Rosaceae,AMEGAS,native,7,,shrub,perennial,"gaspe serviceberry"
"Amelanchier spicata",Rosaceae,AMESPI,native,4,3,shrub,perennial,"low serviceberry"
"Amelanchier stolonifera",Rosaceae,AMESTO,native,4,,shrub,perennial,"low serviceberry"
"Amelanchier xintermedia",Rosaceae,AMEXIN,native,4,,shrub,perennial,"intermediate serviceberry"
"Amerorchis rotundifolia",Orchidaceae,AMEROT,native,10,-5,forb,perennial,"roundleaf orchid"
"Ammophila breviligulata",Poaceae,AMMBRE,native,6,5,grass,perennial,"american beachgrass"
"Amorpha fruticosa",Fabaceae,AMOFRU,non-native,0,-3,shrub,perennial,"desert false indigo"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,native,5,0,vine,annual,"american hogpeanut"
"Amsinckia douglasiana",Boraginaceae,AMSDOU,non-native,0,,forb,annual,"douglas fiddleneck"
"Amsinckia menziesii",Boraginaceae,AMSMEN,non-native,0,,forb,annual,"menzies fiddleneck"
"Anagallis arvensis",Myrsinaceae,ANAARV,non-native,0,,forb,annual,"scarlet pimpernel"
"Anagallis arvensis ssp. arvensis",Myrsinaceae,ANAARV,non-native,0,,forb,annual,"scarlet pimpernel"
"Anagallis arvensis ssp. foemina",Myrsinaceae,ANAARV,non-native,0,,forb,annual,"poormans weatherglass"
"Anaphalis margaritacea",Asteraceae,ANAMAR,native,2,3,forb,perennial,"western pearly everlasting"
"Anchusa arvensis",Boraginaceae,ANCARV,non-native,0,,forb,annual,"small bugloss"
"Anchusa officinalis",Boraginaceae,ANCOFF,non-native,0,,forb,perennial,"common bugloss"
"Andromeda polifolia var. glaucophylla",Ericaceae,ANDGLA,native,8,-5,forb,perennial,"bog rosemary"
"Andropogon gerardii",Poaceae,ANDGER,native,3,3,grass,perennial,"big bluestem"
"Anemone americana",Ranunculaceae,ANEAME,native,7,-3,forb,perennial,"round leaf hepatica"
"Anemone canadensis",Ranunculaceae,ANECAN,native,5,-3,forb,perennial,"canadian anemone"
"Anemone cylindrica",Ranunculaceae,ANECYL,native,6,,forb,perennial,"candle anemone"
"Anemone multifida",Ranunculaceae,ANEMUL,native,9,,forb,perennial,"pacific anemone"
"Anemone quinquefolia",Ranunculaceae,ANEQUI,native,6,3,forb,perennial,"wood anemone"
"Anemone virginiana",Ranunculaceae,ANEVIR,native,6,3,forb,perennial,"tall thimbleweed"
"Anethum graveolens",Apiaceae,ANEGRA,non-native,0,,forb,annual,dill
"Angelica atropurpurea",Apiaceae,ANGATR,native,5,-5,forb,perennial,"purplestem angelica"
"Angelica lucida",Apiaceae,ANGLUC,native,5,0,forb,perennial,"seacoast angelica"
"Antennaria howellii",Asteraceae,ANTHOW,native,2,,forb,perennial,"howells pussytoes"
"Antennaria howellii ssp. canadensis",Asteraceae,ANTHOW,native,2,,forb,perennial,"canadian pussytoes"
"Antennaria howellii ssp. neodioica",Asteraceae,ANTHOW,native,2,,forb,perennial,"howells pussytoes"
"Antennaria howellii ssp. petaloidea",Asteraceae,ANTHOW,native,2,,forb,perennial,"small pussytoes"
"Antennaria neglecta",Asteraceae,ANTNEG,native,2,5,forb,perennial,"field pussytoes"
"Antennaria parlinii",Asteraceae,ANTPAL,native,2,,forb,perennial,"parlins pussytoes"
"Antennaria parlinii ssp. fallax",Asteraceae,ANTPAR,native,2,,forb,perennial,"parlins pussytoes"
"Antennaria parlinii ssp. parlinii",Asteraceae,ANTPAR,native,2,,forb,perennial,"parlins pussytoes"
"Antennaria plantaginifolia",Asteraceae,ANTPLA,native,5,,forb,perennial,"womans tobacco"
"Anthemis arvensis",Asteraceae,ANTARV,non-native,0,,forb,annual,"corn chamomile"
"Anthemis cotula",Asteraceae,ANTCOT,non-native,0,3,forb,annual,"stinking chamomile"
"Anthemis tinctoria",Asteraceae,ANTTIN,non-native,0,,forb,annual,"golden chamomile"
"Anthoxanthum aristatum",Poaceae,ANTARI,non-native,0,,grass,perennial,"annual vernalgrass"
"Anthoxanthum monticola",Poaceae,ANTMON,native,9,,grass,perennial,"alpine sweetgrass"
"Anthoxanthum odoratum",Poaceae,ANTODO,non-native,0,3,grass,perennial,"sweet vernalgrass"
"Anthoxanthum ovatum",Poaceae,ANTOVA,non-native,0,,grass,perennial,"small sweet grass"
"Anthriscus sylvestris",Apiaceae,ANTSYL,non-native,0,,forb,biennial,"wild chervil"
"Apera interrupta",Poaceae,APEINT,non-native,0,,grass,annual,"dense silkybent"
"Apera spica-venti",Poaceae,APESPI,non-native,0,,grass,annual,"loose silkybent"
"Apios americana",Fabaceae,APIAME,native,4,-3,vine,perennial,groundnut
"Apocynum androsaemifolium",Apocynaceae,APOAND,native,3,5,forb,perennial,"spreading dogbane"
"Apocynum cannabinum",Apocynaceae,APOCAN,native,3,0,forb,perennial,indianhemp
"Aquilegia canadensis",Ranunculaceae,AQUCAN,native,7,3,forb,perennial,"red columbine"
"Aquilegia vulgaris",Ranunculaceae,AQUVUL,non-native,0,,forb,perennial,"european columbine"
"Arabidopsis thaliana",Brassicaceae,ARATHA,non-native,0,,forb,annual,"mouseear cress"
"Arabis drummondii",Brassicaceae,ARADRU,native,7,,forb,biennial,"drummonds rockcress"
"Arabis glabra",Brassicaceae,ARAGLA,native,2,,forb,biennial,"tower rockcress"
"Arabis hirsuta",Brassicaceae,ARAHIR,native,6,3,forb,biennial,"hairy rockcress"
"Arabis laevigata",Brassicaceae,ARALAE,native,8,,forb,biennial,"smooth rockcress"
"Arabis missouriensis",Brassicaceae,ARAMIS,native,8,,forb,perennial,"green rockcress"
"Aralia hispida",Araliaceae,ARAHIS,native,5,,shrub,perennial,"bristly sarsaparilla"
"Aralia nudicaulis",Araliaceae,ARANUD,native,4,3,forb,perennial,"wild sarsaparilla"
"Aralia racemosa",Araliaceae,ARARAC,native,6,3,forb,perennial,"american spikenard"
"Aralia spinosa",Araliaceae,ARASPI,non-native,0,0,shrub,perennial,"devils walkingstick"
"Arceuthobium pusillum",Santalaceae,ARCPUS,native,6,,shrub,perennial,"eastern dwarf mistletoe"
"Arctium lappa",Asteraceae,ARCLAP,non-native,0,,forb,biennial,"greater burdock"
"Arctium minus",Asteraceae,ARCMIN,non-native,0,3,forb,biennial,"lesser burdock"
"Arctium tomentosum",Asteraceae,ARCTOM,non-native,0,,forb,biennial,"woolly burdock"
"Arctium vulgare",Asteraceae,ARCVUL,non-native,0,,forb,biennial,"greater burdock"
"Arctostaphylos alpina",Ericaceae,ARCALP,native,10,0,shrub,perennial,"alpine bearberry"
"Arctostaphylos uva-ursi",Ericaceae,ARCUVA,native,6,5,shrub,perennial,kinnikinnick
"Arenaria serpyllifolia",Caryophyllaceae,ARESER,non-native,0,0,forb,annual,"thymeleaf sandwort"
"Arethusa bulbosa",Orchidaceae,AREBUL,native,8,-5,forb,perennial,"dragons mouth"
"Argentina anserina",Rosaceae,ARGANS,native,3,-3,forb,perennial,"silverweed cinquefoil"
"Argentina egedii",Rosaceae,ARGEGE,native,6,,forb,perennial,"pacific silverweed"
"Arisaema triphyllum",Araceae,ARITRI,native,6,0,forb,perennial,"jack in the pulpit"
"Aristida basiramea",Poaceae,ARIBAS,native,2,,grass,annual,"forked threeawn"
"Aristida dichotoma",Poaceae,ARIDIC,native,2,3,grass,annual,"churchmouse threeawn"
"Aristida oligantha",Poaceae,ARIOLI,non-native,0,,grass,annual,"prairie threeawn"
"Aristolochia macrophylla",Aristolochiaceae,ARIMAC,non-native,0,,vine,perennial,pipevine
"Armoracia rusticana",Brassicaceae,ARMRUS,non-native,0,,forb,perennial,horseradish
"Arnica lanceolata",Asteraceae,ARNLAN,native,9,0,forb,perennial,"lanceleaf arnica"
"Arnoseris minima",Asteraceae,ARNMIN,non-native,0,,forb,annual,"lamb succory"
"Aronia melanocarpa",Rosaceae,AROMEL,native,5,0,shrub,perennial,"black chokeberry"
"Arrhenatherum elatius",Poaceae,ARRELA,non-native,0,3,grass,perennial,"tall oatgrass"
"Arrhenatherum elatius var. elatius",Poaceae,ARRELA,non-native,0,3,grass,perennial,"tall oatgrass"
"Artemisia abrotanum",Asteraceae,ARTABR,non-native,0,,shrub,perennial,southernwood
"Artemisia absinthium",Asteraceae,ARTABS,non-native,0,,forb,perennial,absinthium
"Artemisia annua",Asteraceae,ARTANN,non-native,0,3,forb,annual,"sweet sagewort"
"Artemisia biennis",Asteraceae,ARTBIE,non-native,0,-3,forb,biennial,"biennial wormwood"
"Artemisia biennis var. biennis",Asteraceae,ARTBIE,non-native,0,-3,forb,biennial,"biennial wormwood"
"Artemisia campestris ssp. canadensis",Asteraceae,ARTCAM,native,8,5,forb,biennial,"field wormwood"
"Artemisia campestris ssp. caudata",Asteraceae,ARTCAU,native,7,5,forb,biennial,"field sagewort"
"Artemisia ludoviciana",Asteraceae,ARTLUD,non-native,0,5,forb,perennial,"white sagebrush"
"Artemisia ludoviciana ssp. ludoviciana",Asteraceae,ARTLUD,non-native,0,5,forb,perennial,"white sagebrush"
"Artemisia pontica",Asteraceae,ARTPON,non-native,0,,forb,perennial,"roman wormwood"
"Artemisia stelleriana",Asteraceae,ARTSTE,non-native,0,3,forb,perennial,oldwoman
"Artemisia vulgaris",Asteraceae,ARTVUL,non-native,0,5,forb,perennial,"common wormwood"
"Aruncus dioicus",Rosaceae,ARUDIO,non-native,0,3,forb,perennial,"brides feathers"
"Aruncus dioicus var. dioicus",Rosaceae,ARUDIO,non-native,0,3,forb,perennial,"brides feathers"
"Aruncus dioicus var. vulgaris",Rosaceae,ARUDIO,non-native,0,3,forb,perennial,"brides feathers"
"Asarum canadense",Aristolochiaceae,ASACAN,native,7,5,forb,perennial,"canadian wildginger"
"Asclepias exaltata",Apocynaceae,ASCEXA,native,5,5,forb,perennial,"poke milkweed"
"Asclepias incarnata",Apocynaceae,ASCINC,native,4,-5,forb,perennial,"swamp milkweed"
"Asclepias incarnata ssp. incarnata",Apocynaceae,ASCINC,native,4,-5,forb,perennial,"swamp milkweed"
"Asclepias incarnata ssp. pulchra",Apocynaceae,ASCINC,native,4,-5,forb,perennial,"swamp milkweed"
"Asclepias syriaca",Apocynaceae,ASCSYR,native,2,5,forb,perennial,"common milkweed"
Asparagus,Asparagaceae,ASP,non-native,0,,forb,perennial,asparagus
"Asparagus officinalis",Asparagaceae,ASPOFF,non-native,0,3,forb,perennial,"garden asparagus"
"Asplenium platyneuron",Aspleniaceae,ASPPLA,native,8,3,fern,perennial,"ebony spleenwort"
"Asplenium trichomanes",Aspleniaceae,ASPTRI,native,8,5,fern,perennial,"maidenhair spleenwort"
"Asplenium trichomanes-ramosum",Aspleniaceae,ASPVIR,native,10,5,fern,perennial,"brightgreen spleenwort"
"Astragalus alpinus",Fabaceae,ASTALP,native,9,0,forb,perennial,"alpine milkvetch"
"Astragalus alpinus var. brunetianus",Fabaceae,ASTALP,native,9,0,forb,perennial,"alpine milkvetch"
"Astragalus robbinsii var. minor",Fabaceae,ASTROB,native,8,5,forb,perennial,"robbins milkvetch"
"Athyrium filix-femina",Athyriaceae,ATHFIL,native,3,0,fern,perennial,"common ladyfern"
"Atriplex glabriuscula",Chenopodiaceae,ATRGLA,native,7,3,forb,annual,"scotland orache"
"Atriplex glabriuscula var. acadiensis",Chenopodiaceae,ATRGLA,native,7,3,forb,annual,"maritime saltbush"
"Atriplex littoralis",Chenopodiaceae,ATRLIT,non-native,0,,forb,perennial,"grassleaf orache"
"Atriplex patula",Amaranthaceae,ATRPAT,non-native,0,-3,forb,annual,"spear saltbush"
"Atriplex prostrata",Chenopodiaceae,ATRPRO,non-native,0,0,forb,annual,"triangle orache"
"Atriplex subspicata",Chenopodiaceae,ATRSUB,native,7,-3,forb,annual,"saline saltbush"
"Aureolaria flava",Orobanchaceae,AURFLA,native,4,,forb,perennial,"smooth yellow false foxglove"
"Aureolaria pedicularia",Orobanchaceae,AURPED,native,5,,forb,annual,"fernleaf yellow false foxglove"
"Avena fatua",Poaceae,AVEFAT,non-native,0,,grass,annual,"wild oat"
"Avena sativa",Poaceae,AVESAT,non-native,0,5,grass,annual,"common oat"
"Axyris amaranthoides",Chenopodiaceae,AXYAMA,non-native,0,,forb,annual,"russian pigweed"
"Balsamita major",Asteraceae,BALMAJ,non-native,0,,forb,perennial,costmary
"Barbarea verna",Brassicaceae,BARVER,non-native,0,,forb,biennial,"early yellowrocket"
"Barbarea vulgaris",Brassicaceae,BARVUL,non-native,0,0,forb,biennial,"garden yellowrocket"
"Bartonia paniculata",Gentianaceae,BARPAN,native,8,-5,forb,annual,"twining screwstem"
"Bartonia paniculata ssp. iodandra",Gentianaceae,BARPAN,native,8,-5,forb,annual,"twining screwstem"
"Bartonia paniculata ssp. paniculata",Gentianaceae,BARPAN,native,8,-5,forb,annual,"twining screwstem"
"Bartonia virginica",Gentianaceae,BARVIR,native,5,-3,forb,annual,"yellow screwstem"
"Bassia hyssopifolia",Chenopodiaceae,BASHYS,non-native,0,-3,forb,annual,"fivehorn smotherweed"
"Bassia scoparia",Chenopodiaceae,BASSCO,non-native,0,3,forb,annual,burningbush
"Beckmannia syzigachne",Poaceae,BECSYZ,non-native,0,-5,grass,annual,"american sloughgrass"
"Bellis perennis",Asteraceae,BELPER,non-native,0,,forb,perennial,lawndaisy
"Berberis thunbergii",Berberidaceae,BERTHU,non-native,0,3,shrub,perennial,"japanese barberry"
"Berberis vulgaris",Berberidaceae,BERVUL,non-native,0,3,shrub,perennial,"common barberry"
"Berteroa incana",Brassicaceae,BERINC,non-native,0,,forb,annual,"hoary alyssum"
"Beta vulgaris",Amaranthaceae,BETVUL,non-native,0,,forb,biennial,"common beet"
"Betula alba",Betulaceae,BETALB,non-native,0,,tree,perennial,"downy birch"
"Betula alleghaniensis",Betulaceae,BETALL,native,5,0,tree,perennial,"yellow birch"
"Betula glandulosa",Betulaceae,BETGLA,native,9,-5,shrub,perennial,"dwarf birch"
"Betula lenta",Betulaceae,BETLEN,native,5,3,tree,perennial,"sweet birch"
"Betula minor",Betulaceae,BETMIN,native,9,,shrub,perennial,"dwarf white birch"
"Betula nana",Betulaceae,BETNAN,native,9,0,shrub,perennial,"dwarf birch"
"Betula papyrifera",Betulaceae,BETPAP,native,3,3,tree,perennial,"paper birch"
"Betula papyrifera var. cordifolia",Betulaceae,BETPAC,native,6,3,tree,perennial,"mountain paper birch"
"Betula papyrifera var. papyrifera",Betulaceae,BETPAP,native,2,3,tree,perennial,"paper birch"
"Betula pendula",Betulaceae,BETPEN,non-native,0,3,tree,perennial,"european white birch"
"Betula platyphylla",Betulaceae,BETPLA,non-native,0,,tree,perennial,"asian white birch"
"Betula populifolia",Betulaceae,BETPOP,native,2,0,tree,perennial,"gray birch"
"Betula pubescens",Betulaceae,BETPUB,non-native,0,-3,tree,perennial,"downy birch"
"Betula pubescens ssp. pubescens",Betulaceae,BETPUB,non-native,0,-3,tree,perennial,"downy birch"
"Betula pumila",Betulaceae,BETPUM,native,7,-5,shrub,perennial,"bog birch"
"Betula xcaerulea",Betulaceae,BETXCA,native,6,,tree,perennial,"blue birch"
"Bidens aristosa",Asteraceae,BIDARI,native,2,-3,forb,annual,"bearded beggarticks"
"Bidens beckii",Asteraceae,BIDBEC,native,6,-5,forb,annual,"becks water-marigold"
"Bidens cernua",Asteraceae,BIDCER,non-native,0,-5,forb,annual,"nodding beggartick"
"Bidens connata",Asteraceae,BIDCON,native,3,,forb,annual,"purplestem beggarticks"
"Bidens discoidea",Asteraceae,BIDDIS,native,4,-3,forb,annual,"small beggarticks"
"Bidens eatonii",Asteraceae,BIDEAT,native,6,-5,forb,annual,"eatons beggarticks"
"Bidens frondosa",Asteraceae,BIDFRO,native,2,-3,forb,annual,"devils beggartick"
"Bidens hyperborea",Asteraceae,BIDHYP,native,6,-5,forb,annual,"estuary beggarticks"
"Bidens tripartita",Asteraceae,BIDTRI,non-native,0,-3,forb,annual,"threelobe beggarticks"
"Bidens vulgata",Asteraceae,BIDVUL,native,2,0,forb,annual,"big devils beggartick"
"Boehmeria cylindrica",Urticaceae,BOECYL,native,5,-5,forb,perennial,"smallspike false nettle"
"Borago officinalis",Boraginaceae,BOROFF,non-native,0,,forb,annual,"common borage"
"Botrychium dissectum",Ophioglossaceae,BOTDIS,native,4,,fern,perennial,"cutleaf grapefern"
"Botrychium lanceolatum",Ophioglossaceae,BOTLAN,native,5,-3,fern,perennial,"lanceleaf grapefern"
"Botrychium lunaria",Ophioglossaceae,BOTLUN,native,4,-3,fern,perennial,"common moonwort"
"Botrychium matricariifolium",Ophioglossaceae,BOTMAT,native,5,3,fern,perennial,"matricary grapefern"
"Botrychium multifidum",Ophioglossaceae,BOTMUL,native,4,,fern,perennial,"leathery grapefern"
"Botrychium oneidense",Ophioglossaceae,BOTONE,native,4,,fern,perennial,"bluntlobe grapefern"
"Botrychium simplex",Ophioglossaceae,BOTSIM,native,3,0,fern,perennial,"little grapefern"
"Botrychium virginianum",Ophioglossaceae,BOTVIR,native,7,,fern,perennial,"rattlesnake fern"
"Bouteloua curtipendula",Poaceae,BOUCUR,non-native,0,,grass,perennial,"sideoats grama"
"Bouteloua gracilis",Poaceae,BOUGRA,non-native,0,,grass,perennial,"blue grama"
"Bouteloua radicosa",Poaceae,BOURAD,non-native,0,,grass,perennial,"purple grama"
"Bouteloua simplex",Poaceae,BOUSIM,non-native,0,,grass,annual,"matted grama"
"Brachyelytrum aristosum",Poaceae,BRAARI,native,6,3,grass,perennial,"northern shorthusk"
"Brachyelytrum septentrionale",Poaceae,BRAERE,native,5,3,grass,perennial,"northern shorthusk"
"Brasenia schreberi",Cabombaceae,BRASCH,native,6,-5,forb,perennial,watershield
"Brassica juncea",Brassicaceae,BRAJUN,non-native,0,5,forb,annual,"india mustard"
"Brassica napus",Brassicaceae,BRANAP,non-native,0,,forb,annual,rape
"Brassica nigra",Brassicaceae,BRANIG,non-native,0,,forb,annual,"black mustard"
"Brassica rapa",Brassicaceae,BRARAP,non-native,0,5,forb,annual,"field mustard"
"Briza media",Poaceae,BRIMED,non-native,0,0,grass,perennial,"perennial quakinggrass"
"Bromus arvensis",Poaceae,BROARV,non-native,0,3,grass,annual,"field brome"
"Bromus ciliatus",Poaceae,BROCIL,native,5,-3,grass,perennial,"fringed brome"
