Iowa
2001
"Drobney, P.D., G.S. Wilhelm, D. Horton, M. Leoschke, D. Lewis, J. Pearson, D. Roosa, D. Smith. 2001. Floristic quality assessment for the state of Iowa. Unpublished report."
"Iowa  , 2001"

"Total Species:",1963
"Native Species:",1488
"Non-native Species:",475
"Total Mean C:",4.6
"Native Mean C:",6

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Agastache nepetoides",Lamiaceae,AGANEP,native,4,3,forb,perennial,"yellow giant-hyssop"
"Agastache scrophulariifolia",Lamiaceae,AGASCR,native,5,5,forb,perennial,"purple giant-hyssop"
"Agrimonia eupatoria",Rosaceae,AGREUP,non-native,0,,forb,perennial,
"Agrimonia gryposepala",Rosaceae,AGRGRY,native,3,2,forb,perennial,"tall agrimony"
"Agrimonia parviflora",Rosaceae,AGRPAR,native,3,-1,forb,perennial,"swamp agrimony"
"Agrimonia pubescens",Rosaceae,AGRPUB,native,4,5,forb,perennial,"soft agrimony"
"Agrimonia striata",Rosaceae,AGRSTR,native,5,1,forb,perennial,"brittons agrimony"
"Agropyron cristatum",Poaceae,AGRCRI,non-native,0,5,grass,perennial,"crested wheatgrass"
"Agropyron intermedium",Poaceae,AGRINT,non-native,0,,grass,perennial,"intermediate wheatgrass"
"Agropyron pectiniforme",Poaceae,AGRPEC,non-native,0,,forb,perennial,
"Agropyron repens",Poaceae,AGRRER,non-native,0,3,grass,perennial,"quack grass"
"Agropyron repens trachycaulum",Poaceae,AGRRET,non-native,0,3,forb,perennial,
"Agropyron smithii",Poaceae,AGRSMS,native,2,2,grass,perennial,"western wheatgrass"
"Agropyron trachycaulum",Poaceae,AGRTRT,native,5,0,grass,perennial,"slender wheatgrass"
"Agrostemma githago",Caryophyllaceae,AGRGIT,non-native,0,5,forb,perennial,"corn cockle"
"Agrostis gigantea",Poaceae,AGRGIG,non-native,0,,grass,perennial,redtop
"Agrostis hyemalis",Poaceae,AGRHYE,native,4,1,grass,perennial,ticklegrass
"Agrostis hyemalis tenuis",Poaceae,AGRHYT,native,4,,grass,perennial,hairgrass
"Agrostis perennans",Poaceae,AGRPER,native,6,1,grass,perennial,"upland grass"
"Agrostis stolonifera palustris",Poaceae,AGRSTP,non-native,0,-3,grass,perennial,"creeping bent"
"Ailanthus altissima",Simaroubaceae,AILALT,non-native,0,5,tree,perennial,"tree of heaven"
"Alcea rosea",Malvaceae,ALCROS,non-native,0,5,forb,perennial,hollyhock
"Alisma gramineum",Alismataceae,ALIGRA,non-native,0,-5,forb,perennial,
"Alisma plantago-aquatica",Alismataceae,ALIPLA,native,3,-5,forb,perennial,"water plantain"
"Alliaria petiolata",Brassicaceae,ALLPET,non-native,0,0,forb,biennial,"garlic mustard"
"Allium canadense",Liliaceae,ALLCAC,native,6,3,forb,perennial,"wild onion"
"Allium cernuum",Liliaceae,ALLCER,native,10,5,forb,perennial,"nodding wild onion"
"Allium mutabile",Liliaceae,ALLMUT,non-native,0,5,forb,perennial,"wild onion"
"Allium porrum",Liliaceae,ALLPOR,non-native,0,5,forb,perennial,leek
"Allium stellatum",Liliaceae,ALLSTE,native,10,5,forb,perennial,"wild prairie onion"
"Allium tricoccum",Liliaceae,ALLTRI,native,9,2,forb,perennial,"wild leek"
"Allium vineale",Liliaceae,ALLVIN,non-native,0,3,forb,perennial,"field garlic"
"Alnus rugosa",Betulaceae,ALNRUG,native,7,-5,shrub,perennial,"speckled adler"
"Alopecurus aequalis",Poaceae,ALOAEQ,native,6,-5,grass,perennial,foxtail
"Alopecurus carolinianus",Poaceae,ALOCAR,native,0,-3,grass,annual,"common foxtail"
"Alopecurus pratensis",Poaceae,ALOPRA,non-native,0,-3,grass,perennial,"meadow foxtail"
"Alyssum alyssoides",Brassicaceae,ALYALY,non-native,0,5,forb,annual,"pale alyssum"
"Amaranthus albus",Amaranthaceae,AMAALB,native,0,3,forb,annual,pigweed
"Amaranthus arenicola",Amaranthaceae,AMAARE,native,3,3,forb,annual,"torreys amaranth"
"Amaranthus graecizans",Amaranthaceae,AMAGRA,non-native,0,5,forb,annual,"prostrate pigweed"
"Amaranthus hybridus",Amaranthaceae,AMAHYB,non-native,0,5,forb,perennial,"green amaranth"
"Amaranthus powellii",Amaranthaceae,AMAPOW,non-native,0,5,forb,annual,"smooth pigweed"
"Amaranthus retroflexus",Amaranthaceae,AMARET,non-native,0,2,forb,annual,pigweed
"Amaranthus rudis",Amaranthaceae,AMARUD,native,0,-3,forb,annual,"tamarisk waterhemp"
"Amaranthus spinosus",Amaranthaceae,AMASPI,non-native,0,3,forb,annual,"spiny pigweed"
"Amaranthus tuberculatus",Amaranthaceae,AMATUB,native,0,-5,forb,annual,"water hemp"
"Ambrosia artemisiifolia",Asteraceae,AMBART,native,0,3,forb,annual,"common ragweed"
"Ambrosia bidentata",Asteraceae,AMBBID,native,2,4,forb,annual,"lanceleaf ragweed"
"Ambrosia psilostachya",Asteraceae,AMBPSI,native,2,1,forb,perennial,"western ragweed"
"Ambrosia trifida",Asteraceae,AMBTRI,native,0,-1,forb,annual,"giant ragweed"
"Amelanchier alnifolia",Rosaceae,AMEALN,native,10,2,shrub,perennial,"northwestern serviceberry"
"Amelanchier arborea",Rosaceae,AMEARB,native,8,3,tree,perennial,serviceberry
"Amelanchier humilis",Rosaceae,AMEHUM,native,10,5,shrub,perennial,"low shadbush"
"Amelanchier interior",Rosaceae,AMEINT,native,10,5,tree,perennial,shadbush
"Amelanchier sanguinea",Rosaceae,AMESAN,native,10,5,shrub,perennial,"round-leaved serviceberry"
"Ammannia coccinea",Lythraceae,AMMCOC,native,4,-5,forb,annual,toothcup
"Ammannia robusta",Lythraceae,AMMROB,native,4,,forb,annual,
"Amorpha canescens",Fabaceae,AMOCAN,native,8,5,shrub,perennial,"lead plant"
"Amorpha fruticosa",Fabaceae,AMOFRF,native,5,-4,shrub,perennial,"indigo bush; false indigo"
"Amorpha nana",Fabaceae,AMONAN,native,8,,shrub,perennial,"fragrant false indigo"
"Ampelopsis cordata",Vitaceae,AMPCOR,native,6,-1,vine,perennial,"racoon grape"
"Amphicarpaea bracteata",Fabaceae,AMPBRB,native,4,0,vine,perennial,"hog peanut"
"Anagallis arvensis",Primulaceae,ANAARV,non-native,0,5,forb,annual,"poor mans weatherglass"
"Anaphalis margaritacea",Asteraceae,ANAMAR,native,2,5,forb,perennial,"pearly everlasting"
"Anchusa azurea",Boraginaceae,ANCAZU,non-native,0,,forb,perennial,alkanet
"Andropogon gerardii",Poaceae,ANDGER,native,4,1,grass,perennial,"big bluestem"
"Andropogon hallii",Poaceae,ANDHAL,native,7,5,grass,perennial,"sand bluestem"
"Andropogon virginicus",Poaceae,ANDVIR,native,1,1,grass,perennial,broomsedge
"Androsace occidentalis",Primulaceae,ANDOCC,native,1,4,forb,annual,"rock jasmine"
"Anemone canadensis",Ranunculaceae,ANECAN,native,2,-3,forb,perennial,"canada anemone"
"Anemone caroliniana",Ranunculaceae,ANECAR,native,5,5,forb,perennial,"carolina anemone"
"Anemone cylindrica",Ranunculaceae,ANECYL,native,7,5,forb,perennial,"windflower; thimbleweed"
"Anemone quinquefolia",Ranunculaceae,ANEQUI,native,8,0,forb,perennial,"wood anemone"
"Anemone virginiana",Ranunculaceae,ANEVIR,native,4,5,forb,perennial,"tall anemone"
"Angelica atropurpurea",Apiaceae,ANGATR,native,5,-5,forb,perennial,angelica
"Antennaria neglecta",Asteraceae,ANTNEG,native,2,5,forb,perennial,pussytoes
"Antennaria plantaginifolia",Asteraceae,ANTPLA,native,2,5,forb,perennial,ladies-tobacco
"Anthemis arvensis",Asteraceae,ANTARV,non-native,0,5,forb,annual,"field chamomile"
"Anthemis cotula",Asteraceae,ANTCOT,non-native,0,3,forb,annual,"dog fennel"
"Anthemis tinctoria",Asteraceae,ANTTIN,non-native,0,5,forb,perennial,"golden chamomile"
"Anthyllis vulneraria",Fabaceae,ANTVUL,non-native,0,5,forb,annual,"ladys fingers"
"Apios americana",Fabaceae,APIAME,native,4,-3,vine,perennial,ground-nut
"Aplectrum hyemale",Orchidaceae,APLHYE,native,7,1,forb,perennial,"putty-root orchid"
"Apocynum androsaemifolium",Apocynaceae,APOAND,native,3,5,forb,perennial,"spreading dogbane"
"Apocynum cannabinum",Apocynaceae,APOCAN,native,1,0,forb,perennial,"indian hemp"
"Apocynum sibiricum",Apocynaceae,APOSIB,native,1,-1,forb,perennial,"indian hemp"
"Apocynum x medium",Apocynaceae,APOMED,native,1,5,forb,perennial,"intermediate dogbane"
"Aquilegia canadensis",Ranunculaceae,AQUCAN,native,6,1,forb,perennial,columbine
"Arabis canadensis",Brassicaceae,ARACAN,native,7,5,forb,biennial,"sickle pod; rock cress"
"Arabis divaricarpa",Brassicaceae,ARADIV,native,10,5,forb,biennial,"purple rock cress"
"Arabis drummondii",Brassicaceae,ARADRU,native,10,3,forb,biennial,"rock cress"
"Arabis glabra",Brassicaceae,ARAGLA,native,3,5,forb,biennial,"tower mustard"
"Arabis hirsuta",Brassicaceae,ARAHIR,native,8,5,forb,biennial,"hairy rock cress"
"Arabis laevigata",Brassicaceae,ARALAE,native,8,5,forb,biennial,"smooth rock cress"
"Arabis lyrata",Brassicaceae,ARALYR,native,8,4,forb,biennial,"lyre-leaved rock cress"
"Arabis missouriensis",Brassicaceae,ARAMIS,native,10,5,forb,perennial,
"Arabis shortii",Brassicaceae,ARASHO,native,10,5,forb,biennial,"rock cress"
"Aralia nudicaulis",Araliaceae,ARANUD,native,8,3,shrub,perennial,"wild sarsaparilla"
"Aralia racemosa",Araliaceae,ARARAC,native,8,5,forb,perennial,spikenard
"Arctium lappa",Asteraceae,ARCLAP,non-native,0,5,forb,biennial,"great burdock"
"Arctium minus",Asteraceae,ARCMIN,non-native,0,5,forb,biennial,"common burdock"
"Arctium tomentosa",Asteraceae,ARCTOM,non-native,0,5,forb,biennial,"cotton burdock"
"Arctostaphylos uva-ursi",Ericaceae,ARCUVA,native,10,5,shrub,perennial,bearberry
"Arenaria serpyllifolia",Caryophyllaceae,ARASER,non-native,0,0,forb,annual,"thyme-leaved sandwort"
"Argemone albiflora",Papaveraceae,ARGALB,non-native,0,5,forb,annual,"prickly poppy"
"Argemone mexicana",Papaveraceae,ARGMEX,non-native,0,5,forb,annual,"mexican poppy"
"Argemone polyanthemos",Papaveraceae,ARGPOL,non-native,0,,forb,annual,
"Arisaema dracontium",Araceae,ARIDRA,native,6,-3,forb,perennial,"green dragon"
"Arisaema triphyllum",Araceae,ARITRI,native,4,-2,forb,perennial,jack-in-the-pulpit
"Aristida basiramea",Poaceae,ARIBAS,native,2,5,grass,annual,"forked-tip three-awn grass"
"Aristida curtissii",Poaceae,ARICUR,native,5,3,grass,annual,"curtiss three-awn grass"
"Aristida dichotoma",Poaceae,ARIDIC,native,5,3,grass,annual,"poverty grass"
"Aristida longespica",Poaceae,ARILON,native,5,4,grass,annual,three-awn
"Aristida longespica geniculata",Poaceae,ARILOG,native,5,4,grass,annual,
"Aristida oligantha",Poaceae,ARIOLI,native,0,5,grass,annual,"plains three-awn grass"
"Aristida purpurea longiseta",Poaceae,ARIPUL,native,10,,grass,perennial,"few-flowered aristada"
"Aristida ramosissima",Poaceae,ARIRAM,non-native,0,5,grass,annual,"slender three-awn"
"Aristida tuberculosa",Poaceae,ARITUB,native,10,5,grass,annual,"sea-beach grass"
"Aristolochia serpentaria",Aristolochiaceae,ARISER,native,7,5,forb,perennial,"virginia snakeroot"
"Armoracia aquatica",Brassicaceae,ARMAQU,native,10,-5,forb,perennial,"lake cress"
"Armoracia rusticana",Brassicaceae,ARMRUS,non-native,0,0,forb,perennial,horseradish
"Aronia melanocarpa",Rosaceae,AROMEL,native,10,-2,shrub,perennial,"black chokeberry"
"Arrhenatherum elatius",Poaceae,ARRELA,non-native,0,3,grass,perennial,"tall oatgrass"
"Artemisia abrotanum",Asteraceae,ARTABR,non-native,0,5,shrub,perennial,southernwood
"Artemisia absinthium",Asteraceae,ARTABS,non-native,0,5,forb,perennial,"common wormwood"
"Artemisia annua",Asteraceae,ARTANN,non-native,0,3,forb,annual,"annual wormwood"
"Artemisia biennis",Asteraceae,ARTBIE,non-native,0,-2,forb,biennial,"biennial wormwood"
"Artemisia campestris caudata",Asteraceae,ARTCAC,native,4,,forb,biennial,"western sagewort"
"Artemisia dracunculus",Asteraceae,ARTDRA,native,1,5,forb,perennial,"false tarragon"
"Artemisia frigida",Asteraceae,ARTFRI,native,4,5,shrub,perennial,"prairie sagewort"
"Artemisia ludoviciana",Asteraceae,ARTLUD,native,2,5,forb,perennial,"white sage"
"Artemisia serrata",Asteraceae,ARTSER,native,10,5,forb,perennial,"saw-toothed sagebrush"
"Artemisia vulgaris",Asteraceae,ARTVUL,non-native,0,5,forb,perennial,"common mugwort"
"Aruncus dioicus",Rosaceae,ARUDIO,native,7,3,forb,perennial,"goats beard"
"Asarum canadense",Aristolochiaceae,ASACAN,native,8,5,forb,perennial,"wild ginger"
"Asclepias amplexicaulis",Asclepiadaceae,ASCAMP,native,4,5,forb,perennial,"sand milkweed"
"Asclepias engelmanniana",Asclepiadaceae,ASCENG,native,10,,forb,perennial,"eared milkweed"
"Asclepias exaltata",Asclepiadaceae,ASCEXA,native,6,5,forb,perennial,"poke milkweed"
"Asclepias hirtella",Asclepiadaceae,ASCHIR,native,5,5,forb,perennial,"tall green milkweed"
"Asclepias incarnata",Asclepiadaceae,ASCINC,native,4,-5,forb,perennial,"swamp milkweed"
"Asclepias lanuginosa",Asclepiadaceae,ASCLAN,native,9,,forb,perennial,"wooly milkweed"
"Asclepias meadii",Asclepiadaceae,ASCMEA,native,10,5,forb,perennial,"meads milkweed"
"Asclepias ovalifolia",Asclepiadaceae,ASCOVA,native,6,5,forb,perennial,"oval milkweed"
"Asclepias purpurascens",Asclepiadaceae,ASCPUR,native,7,3,forb,perennial,"purple milkweed"
"Asclepias quadrifolia",Asclepiadaceae,ASCQUA,native,8,5,forb,perennial,"whorled milkweed"
"Asclepias speciosa",Asclepiadaceae,ASCSPE,native,6,0,forb,perennial,"showy milkweed"
"Asclepias stenophylla",Asclepiadaceae,ASCSTE,native,7,5,forb,perennial,"narrow-leaved milkweed"
"Asclepias sullivantii",Asclepiadaceae,ASCSUL,native,7,5,forb,perennial,"prairie milkweed"
"Asclepias syriaca",Asclepiadaceae,ASCSYR,native,0,5,forb,perennial,"common milkweed"
"Asclepias tuberosa",Asclepiadaceae,ASCTUB,native,6,5,forb,perennial,"butterfly weed"
"Asclepias verticillata",Asclepiadaceae,ASCVER,native,0,5,forb,perennial,"whorled milkweed"
"Asclepias viridiflora",Asclepiadaceae,ASCVIF,native,6,5,forb,perennial,"green milkweed"
"Asimina triloba",Annonaceae,ASITRI,native,6,0,tree,perennial,"paw paw"
"Asparagus officinalis",Liliaceae,ASPOFF,non-native,0,3,forb,perennial,"garden asparagus"
"Asplenium platyneuron",Aspleniaceae,ASPPLA,native,4,3,fern,perennial,"ebony spleenwort"
"Asplenium rhizophyllum",Aspleniaceae,ASPRHI,native,9,5,fern,perennial,"walking fern"
"Aster azureus",Asteraceae,ASTAZU,native,7,5,forb,perennial,"sky-blue aster"
"Aster brachyactis",Asteraceae,ASTBRA,native,2,0,forb,perennial,"rayless aster"
"Aster cordifolius",Asteraceae,ASTCOR,native,7,5,forb,perennial,"blue wood aster"
"Aster drummondii",Asteraceae,ASTDRU,native,4,3,forb,perennial,"drummonds aster"
"Aster dumosus",Asteraceae,ASTDUM,native,10,-1,forb,perennial,"ricebutton aster"
"Aster ericoides",Asteraceae,ASTERI,native,3,4,forb,perennial,"heath aster; frost weed"
"Aster falcatus commutatus",Asteraceae,ASTFAC,native,8,1,forb,perennial,
"Aster furcatus",Asteraceae,ASTFUR,native,7,5,forb,perennial,"forked aster"
"Aster junciformis",Asteraceae,ASTJUN,native,10,-5,forb,perennial,"rush aster"
"Aster laevis",Asteraceae,ASTLAE,native,7,5,forb,perennial,"smooth blue aster"
"Aster lanceolatus",Asteraceae,ASTLAN,native,4,,forb,perennial,"panicled aster"
"Aster lateriflorus",Asteraceae,ASTLAT,native,4,-2,forb,perennial,"side-flowered aster"
"Aster linariifolius",Asteraceae,ASTLIN,native,6,5,forb,perennial,"flax-leaved aster"
"Aster macrophyllus",Asteraceae,ASTMAC,native,10,5,forb,perennial,"big-leaved aster"
"Aster novae-angliae",Asteraceae,ASTNOV,native,3,-3,forb,perennial,"new england aster"
"Aster oblongifolius",Asteraceae,ASTOBL,native,10,5,forb,perennial,"aromatic aster"
"Aster ontarionis",Asteraceae,ASTONT,native,3,0,forb,perennial,"ontario aster"
"Aster parviceps",Asteraceae,ASTPAR,native,4,5,forb,perennial,"small-headed aster"
"Aster pilosus",Asteraceae,ASTPIL,native,0,4,forb,perennial,"hairy aster"
"Aster praealtus",Asteraceae,ASTPRA,native,5,-5,forb,perennial,"willow aster"
"Aster praealtus nebraskensis",Asteraceae,ASTPRN,native,5,-3,forb,perennial,
"Aster prenanthoides",Asteraceae,ASTPRE,native,7,-5,forb,perennial,"crooked stem aster"
"Aster pubentior",Asteraceae,ASTPUB,native,6,,forb,perennial,
"Aster puniceus",Asteraceae,ASTPUN,native,5,-5,forb,perennial,"swamp aster"
"Aster sagittifolius",Asteraceae,ASTSAG,native,6,5,forb,perennial,"arrow-leaved aster"
"Aster schreberi",Asteraceae,ASTSCH,native,10,5,forb,perennial,"schrebers aster"
"Aster sericeus",Asteraceae,ASTSER,native,10,5,forb,perennial,"silky aster"
"Aster shortii",Asteraceae,ASTSHO,native,7,5,forb,perennial,"shorts aster"
"Aster turbinellus",Asteraceae,ASTTUR,native,8,5,forb,perennial,"prairie aster"
"Aster umbellatus",Asteraceae,ASTUMB,native,6,-3,forb,perennial,"flat-topped aster; white aster"
"Aster x amethystinus",Asteraceae,ASTAME,native,3,5,forb,perennial,"amethyst aster"
"Astragalus adsurgens robustior",Fabaceae,ASTADR,native,7,,forb,perennial,"standing milk vetch"
"Astragalus agrestis",Fabaceae,ASTAGR,native,8,-2,forb,perennial,"field milk vetch"
"Astragalus canadensis",Fabaceae,ASTCAN,native,4,-1,forb,perennial,"milk vetch"
"Astragalus crassicarpus",Fabaceae,ASTCRA,native,9,,forb,perennial,"ground plum"
"Astragalus distortus",Fabaceae,ASTDIS,native,5,4,forb,perennial,"bent milk vetch"
"Astragalus flexuosus",Fabaceae,ASTFLE,native,7,,forb,perennial,"pliant milk vetch"
"Astragalus lotiflorus",Fabaceae,ASTLOT,native,10,5,forb,perennial,"lotus milk vetch"
"Astragalus missouriensis",Fabaceae,ASTMIS,native,8,,forb,perennial,"missouri milk vetch"
"Athyrium filix-femina angustum",Aspleniaceae,ATHFIA,native,7,0,fern,perennial,"northern lady fern"
"Athyrium pycnocarpon",Aspleniaceae,ATHPYC,native,10,1,fern,perennial,"narrow-leaved spleenwort"
"Athyrium thelypterioides",Aspleniaceae,ATHTHE,native,10,0,fern,perennial,"silvery spleenwort"
"Atriplex patula",Chenopodiaceae,ATRPAT,native,0,-2,forb,annual,"spearscale; common orach"
"Atriplex rosea",Chenopodiaceae,ATRROS,non-native,0,2,forb,annual,"red orach"
"Aureolaria grandiflora pulchra",Scrophulariaceae,AURGRA,native,9,5,forb,perennial,"yellow false foxglove"
"Aureolaria pedicularia",Scrophulariaceae,AURPED,native,10,,forb,perennial,"clammy false foxglove"
"Avena fatua",Poaceae,AVEFAT,non-native,0,5,grass,annual,"wild oats"
"Avena sativa",Poaceae,AVESAT,non-native,0,5,grass,annual,"cult oats"
"Azolla mexicana",Azollaceae,AZOMEX,native,9,-5,fern,perennial,"mosquito fern"
"Bacopa rotundifolia",Acrophulariaceae,BACROT,native,6,-5,forb,perennial,"water hyssop"
"Ballota nigra",Lamiaceae,BALNIG,non-native,0,5,forb,perennial,"black horehound"
"Baptisia australis var minor",Fabaceae,BAPAUM,non-native,0,5,forb,perennial,"blue wild indigo"
"Baptisia bracteata var glabrescens",Fabaceae,BAPBRG,native,7,,forb,perennial,"cream wild indigo"
"Baptisia lactea",Fabaceae,BAPLAC,native,6,3,forb,perennial,"white wild indigo"
"Baptisia tinctoria",Fabaceae,BAPTIN,non-native,0,,forb,perennial,"yellow wild indigo"
"Barbarea vulgaris",Brassicaceae,BARVUL,non-native,0,0,forb,biennial,"yellow rocket"
"Beckmannia syzigachne",Poaceae,BECSYZ,native,8,-5,grass,annual,"american slough grass"
"Belamcanda chinensis",Iridaceae,BELCHI,non-native,0,5,forb,perennial,"blackberry lily"
"Berberis thunbergii",Berberidaceae,BERTHU,non-native,0,4,shrub,perennial,"japanese barberry"
"Berberis vulgaris",Berberidaceae,BERVUL,non-native,0,3,shrub,perennial,"european barberry"
"Berteroa incana",Brassicaceae,BERINC,non-native,0,5,forb,annual,"hoary alyssum"
"Berula erecta incisum",Apiaceae,BERERI,native,8,0,forb,perennial,"water parsnip"
"Besseya bullii",Scrophulariaceae,BESBUL,native,5,5,forb,perennial,kittentails
"Betula alleghaniensis",Betulaceae,BETALL,native,10,0,tree,perennial,"yellow birch"
"Betula nigra",Betulaceae,BETNIG,native,6,-3,tree,perennial,"river birch"
"Betula papyrifera",Betulaceae,BETPAP,native,6,2,tree,perennial,"paper birch; canoe birch"
"Betula pumila glandulifera",Betulaceae,BETPUG,native,9,0,shrub,perennial,"swamp birch"
"Betula pumila x betula nigra",Betulaceae,BETPUB,native,9,,shrub,perennial,
"Bidens aristosa",Asteraceae,BIDARI,native,3,-3,forb,annual,"swamp marigold"
"Bidens bipinnata",Asteraceae,BIDBIP,non-native,0,-2,forb,annual,"spanish needles"
"Bidens cernua",Asteraceae,BIDCER,native,2,-5,forb,annual,"nodding bur marigold"
"Bidens connata",Asteraceae,BIDCON,native,3,-5,forb,annual,"purplestemmed tickseed"
"Bidens coronata",Asteraceae,BIDCOR,native,6,-5,forb,annual,"tickseed sunflower"
"Bidens discoidea",Asteraceae,BIDDIS,native,8,-3,forb,annual,"swamp beggar-ticks"
"Bidens frondosa",Asteraceae,BIDFRO,native,3,-3,forb,annual,beggar-ticks
"Bidens polylepis",Asteraceae,BIDPOL,native,3,-3,forb,annual,
"Bidens tripartita",Asteraceae,BIDTRI,native,3,-5,forb,annual,"swamp tickseed"
"Bidens vulgata",Asteraceae,BIDVUL,native,1,-3,forb,annual,"tall beggar-ticks"
"Blephilia ciliata",Lamiaceae,BLECIL,native,7,5,forb,perennial,"pagoda plant"
"Blephilia hirsuta",Lamiaceae,BLEHIR,native,6,4,forb,perennial,"wood mint"
"Boehhmeria cylindrica",Urticaceae,BOECYC,native,5,-5,forb,perennial,"bog hemp"
"Boltonia asteroides",Asteraceae,BOLAST,native,5,-3,forb,perennial,"false aster"
"Botrychium campestre",Ophioglossaceae,BOTCAM,native,10,,fern,perennial,"prairie moonwort"
"Botrychium dissectum dissectum",Ophioglossaceae,BOTDID,native,6,0,fern,perennial,"dissected grape fern"
"Botrychium dissectum obliquum",Ophioglossaceae,BOTDIO,native,6,0,fern,perennial,"oblique grape fern"
"Botrychium matricariifolium",Ophioglossaceae,BOTMAT,native,10,3,fern,perennial,"daisy-leaved moonwort"
"Botrychium multifidum",Ophioglossaceae,BOTMUL,native,9,3,fern,perennial,"leathery grape fern"
"Botrychium simplex",Ophioglossaceae,BOTSIM,native,9,0,fern,perennial,"little grape fern"
"Botrychium virginianum",Ophioglossaceae,BOTVIR,native,6,3,fern,perennial,"rattlesnake fern"
"Bouteloua curtipendula",Poaceae,BOUCUR,native,6,5,grass,perennial,"side-oats grama"
"Bouteloua gracilis",Poaceae,BOUGRA,native,8,5,grass,perennial,"blue grama"
"Bouteloua hirsuta",Poaceae,BOUHIR,native,7,5,grass,perennial,"hairy grama"
"Brachyelytrum erectum",Poaceae,BRAERE,native,8,5,grass,perennial,"long-awned wood grass"
"Brasenia schreberi",Nymphaeaceae,BRASCH,native,9,-5,forb,perennial,watershield
"Brassica campestris",Brassicaceae,BRACAM,non-native,0,,forb,annual,"field mustard"
"Brassica junacea",Brassicaceae,BRAJUN,non-native,0,5,forb,annual,"chinese mustard"
"Brassica kaber",Brassicaceae,BRAKAB,native,0,5,forb,annual,charlock
"Brassica napus",Brassicaceae,BRANAP,non-native,0,5,forb,annual,turnip
"Brassica nigra",Brassicaceae,BRANIG,non-native,0,5,forb,annual,"black mustard"
"Brassica oleracea",Brassicaceae,BRAOLE,non-native,0,5,forb,annual,"wild mustard"
