"Atlantic Coastal Pine Barrens (8.5.4)"
2018
"NatureServe-NEIWPCC Northeast FQA Project. Metzler, K., Ring, R. and D. Faber-Langendoen. Database of coefficients of conservatism for Omernik Level 3 Ecoregion 84"
"Atlantic Coastal Pine Barrens (8.5.4) (MA, NY, RI) (Omernik III Ecoregions: 84), 2018"

"Total Species:",2094
"Native Species:",1601
"Non-native Species:",493
"Total Mean C:",4.4
"Native Mean C:",5.8

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Aralia hispida",,ARHI2,native,5,,,,
"Aralia nudicaulis",,ARNU2,native,5,,,,
"Aralia racemosa",,ARRA,native,7,,,,
"Aralia spinosa",,ARSP2,native,4,,,,
"Arctium minus",,ARMI2,non-native,0,,,,
"Arctium tomentosum",,ARTO,non-native,0,,,,
"Arctostaphylos uva-ursi",,ARUV,native,7,,,,
"Arenaria serpyllifolia",,ARSE2,non-native,0,,,,
"Arethusa bulbosa",,ARBU,native,9,,,,
"Argemone mexicana",,ARME4,non-native,0,,,,
"Argentina anserina",,ARAN7,native,3,,,,
"Argentina egedii",,AREG,native,8,,,,
"Arisaema dracontium",,ARDR3,native,7,,,,
"Arisaema triphyllum ssp. pusillum",,ARTRP,native,10,,,,
"Arisaema triphyllum ssp. triphyllum",,ARTRT3,native,5,,,,
"Aristida dichotoma",,ARDI4,native,3,,,,
"Aristida longespica var. geniculata",,ARLOG6,native,4,,,,
"Aristida longespica var. longespica",,ARLOL3,native,8,,,,
"Aristida purpurascens",,ARPU8,native,6,,,,
"Aristida tuberculosa",,ARTU,native,7,,,,
"Armoracia rusticana",,ARRU4,non-native,0,,,,
"Aronia arbutifolia",,ARAR7,native,6,,,,
"Aronia melanocarpa",,ARME6,native,4,,,,
"Aronia prunifolia",,ARPR2,native,6,,,,
"Arrhenatherum elatius",,AREL3,non-native,0,,,,
"Artemisia absinthium",,ARAB3,non-native,0,,,,
"Artemisia annua",,ARAN3,non-native,0,,,,
"Artemisia campestris",,ARCA12,native,6,,,,
"Artemisia pontica",,ARPO4,non-native,0,,,,
"Artemisia stelleriana",,ARST6,non-native,0,,,,
"Artemisia vulgaris",,ARVU,non-native,0,,,,
"Asarum canadense",,ASCA,native,8,,,,
"Asclepias amplexicaulis",,ASAM,native,3,,,,
"Asclepias exaltata",,ASEX,native,6,,,,
"Asclepias incarnata",,ASIN,native,4,,,,
"Asclepias purpurascens",,ASPU2,native,2,,,,
"Asclepias quadrifolia",,ASQU,native,7,,,,
"Asclepias rubra",,ASRU,native,10,,,,
"Asclepias syriaca",,ASSY,native,1,,,,
"Asclepias tuberosa",,ASTU,native,3,,,,
"Asclepias variegata",,ASVA,native,10,,,,
"Asclepias verticillata",,ASVE,native,7,,,,
"Asclepias viridiflora",,ASVI,native,10,,,,
"Asparagus officinalis",,ASOF,non-native,0,,,,
"Asplenium bradleyi",,ASBR2,native,10,,,,
"Asplenium montanum",,ASMO2,native,10,,,,
"Asplenium platyneuron",,ASPL,native,6,,,,
"Asplenium ruta-muraria",,ASRU2,native,10,,,,
"Asplenium scolopendrium var. americanum",,ASSCA,native,9,,,,
"Athyrium asplenioides",,ATAS,native,7,,,,
"Athyrium filix-femina",,ATFI,native,5,,,,
"Athyrium filix-femina ssp. angustum",,ATFIA,native,7,,,,
"Atriplex cristata",,ATCR2,native,6,,,,
"Atriplex glabriuscula",,ATGL,native,9,,,,
"Atriplex patula",,ATPA4,non-native,0,,,,
"Atriplex prostrata",,ATPR,native,5,,,,
"Atriplex subspicata",,ATSU2,native,8,,,,
"Aureolaria flava",,AUFL,native,6,,,,
"Aureolaria pedicularia",,AUPE2,native,7,,,,
"Aureolaria virginica",,AUVI,native,7,,,,
"Avena sativa",,AVSA,non-native,0,,,,
"Azolla caroliniana",,AZCA,native,2,,,,
"Baccharis halimifolia",,BAHA,native,7,,,,
"Baptisia tinctoria",,BATI,native,4,,,,
"Barbarea verna",,BAVE,non-native,0,,,,
"Barbarea vulgaris",,BAVU,non-native,0,,,,
"Bartonia paniculata",,BAPA2,native,5,,,,
"Bartonia virginica",,BAVI3,native,6,,,,
"Bassia hirsuta",,BAHI3,non-native,0,,,,
"Bellis perennis",,BEPE2,non-native,0,,,,
"Berberis thunbergii",,BETH,non-native,0,,,,
"Berberis vulgaris",,BEVU,non-native,0,,,,
"Berteroa incana",,BEIN2,non-native,0,,,,
"Berula erecta",,BEER,native,10,,,,
"Beta vulgaris",,BEVU2,non-native,0,,,,
"Betula alleghaniensis",,BEAL2,native,6,,,,
"Betula lenta",,BELE,native,5,,,,
"Betula nigra",,BENI,native,8,,,,
"Betula papyrifera var. papyrifera",,BEPAP,native,5,,,,
"Betula pendula",,BEPE3,non-native,0,,,,
"Betula populifolia",,BEPO,native,3,,,,
"Betula pubescens",,BEPU5,non-native,0,,,,
"Betula pumila",,BEPU4,native,9,,,,
"Bidens bipinnata",,BIBI7,native,2,,,,
"Bidens cernua",,BICE,native,4,,,,
"Bidens connata",,BICO5,native,4,,,,
"Bidens coronata",,BICO,native,7,,,,
"Bidens discoidea",,BIDI,native,6,,,,
"Bidens frondosa",,BIFR,native,2,,,,
"Bidens laevis",,BILA,native,5,,,,
"Bidens tripartita",,BITR,native,4,,,,
"Bidens vulgata",,BIVU,native,1,,,,
"Blitum capitatum ssp. capitatum",,BLCA,native,3,,,,
"Boechera stricta",,BOST4,native,9,,,,
"Boehmeria cylindrica",,BOCY,native,5,,,,
"Bolboschoenus fluviatilis",,BOFL3,native,6,,,,
"Bolboschoenus maritimus",,BOMA7,native,8,,,,
"Bolboschoenus novae-angliae",,BONO,native,9,,,,
"Bolboschoenus robustus",,BORO5,native,9,,,,
"Boltonia asteroides",,BOAS,non-native,0,,,,
"Botrychium dissectum",,BODI2,native,3,,,,
"Botrychium matricariifolium",,BOMA2,native,6,,,,
"Botrychium multifidum",,BOMU,native,3,,,,
"Botrychium oneidense",,BOON,native,6,,,,
"Botrychium simplex",,BOSI,native,6,,,,
"Botrychium virginianum",,BOVI,native,7,,,,
"Brachyelytrum aristosum",,BRAR9,native,6,,,,
"Brasenia schreberi",,BRSC,native,7,,,,
"Brassica juncea",,BRJU,non-native,0,,,,
"Brassica nigra",,BRNI,non-native,0,,,,
"Brassica oleracea",,BROL,non-native,0,,,,
"Brassica rapa",,BRRA,non-native,0,,,,
"Briza media",,BRME,non-native,0,,,,
"Bromus hordeaceus",,BRHO2,non-native,0,,,,
"Bromus inermis",,BRIN2,non-native,0,,,,
"Bromus pubescens",,BRPU6,native,7,,,,
"Bromus racemosus",,BRRA2,non-native,0,,,,
"Bromus secalinus",,BRSE,non-native,0,,,,
"Bromus sterilis",,BRST2,non-native,0,,,,
"Bromus tectorum",,BRTE,non-native,0,,,,
"Buddleja davidii",,BUDA2,non-native,0,,,,
"Buglossoides arvensis",,BUAR3,non-native,0,,,,
"Bulbostylis capillaris",,BUCA2,native,1,,,,
"Cabomba caroliniana",,CACA,native,3,,,,
"Cakile edentula var. edentula",,CAEDE2,native,7,,,,
"Cakile edentula var. lacustris",,CAEDL2,native,8,,,,
"Calamagrostis canadensis",,CACA4,native,5,,,,
"Calamagrostis coarctata",,CACO71,native,6,,,,
"Calamagrostis epigeios",,CAEP,non-native,0,,,,
"Callitriche heterophylla",,CAHE3,native,6,,,,
"Callitriche palustris",,CAPA52,native,6,,,,
"Callitriche stagnalis",,CAST,non-native,0,,,,
"Callitriche terrestris",,CATE19,native,3,,,,
"Calluna vulgaris",,CAVU,non-native,0,,,,
"Calopogon tuberosus",,CATU5,native,9,,,,
"Caltha palustris",,CAPA5,native,5,,,,
"Calycanthus floridus",,CAFL22,non-native,0,,,,
"Calystegia sepium",,CASE13,native,1,,,,
"Camelina microcarpa",,CAMI2,non-native,0,,,,
"Camelina sativa",,CASA2,non-native,0,,,,
"Campanula aparinoides",,CAAP2,native,6,,,,
"Campanula rapunculoides",,CARA,non-native,0,,,,
"Campanula rotundifolia",,CARO2,native,6,,,,
"Cannabis sativa",,CASA3,non-native,0,,,,
"Capsella bursa-pastoris",,CABU2,non-native,0,,,,
"Cardamine concatenata",,CACO26,native,7,,,,
"Cardamine hirsuta",,CAHI3,non-native,0,,,,
"Cardamine parviflora",,CAPA12,native,5,,,,
"Cardamine pensylvanica",,CAPE3,native,4,,,,
"Cardamine pratensis",,CAPR3,native,7,,,,
"Cardaria draba",,CADR,non-native,0,,,,
"Carduus nutans",,CANU4,non-native,0,,,,
"Carex abscondita",,CAAB5,native,7,,,,
"Carex aggregata",,CAAG2,native,4,,,,
"Carex alata",,CAAL3,native,9,,,,
"Carex albicans",,CAA25,native,6,,,,
"Carex albolutescens",,CAAL5,native,7,,,,
"Carex amphibola",,CAAM8,native,6,,,,
"Carex annectens",,CAAN6,native,1,,,,
"Carex appalachica",,CAAP5,native,6,,,,
"Carex atlantica",,CAAT4,native,8,,,,
"Carex baileyi",,CABA7,native,6,,,,
"Carex barrattii",,CABA9,native,10,,,,
"Carex bebbii",,CABE2,native,5,,,,
"Carex billingsii",,CABI22,native,10,,,,
"Carex blanda",,CABL,native,4,,,,
"Carex brevior",,CABR10,native,4,,,,
"Carex brunnescens",,CABR15,native,6,,,,
"Carex bullata",,CABU7,native,8,,,,
"Carex bushii",,CABU5,native,4,,,,
"Carex buxbaumii",,CABU6,native,9,,,,
"Carex canescens",,CACA11,native,7,,,,
"Carex castanea",,CACA16,native,7,,,,
"Carex cephaloidea",,CACE2,native,5,,,,
"Carex cephalophora",,CACE,native,4,,,,
"Carex collinsii",,CACO21,native,9,,,,
"Carex communis",,CACO7,native,6,,,,
"Carex comosa",,CACO8,native,5,,,,
"Carex conoidea",,CACO14,native,2,,,,
"Carex crawfordii",,CACR4,native,4,,,,
"Carex crinita",,CACR6,native,3,,,,
"Carex cristatella",,CACR7,native,4,,,,
"Carex debilis var. debilis",,CADED,native,6,,,,
"Carex debilis var. rudgei",,CADER,native,6,,,,
"Carex decomposita",,CADE6,native,10,,,,
"Carex digitalis",,CADI5,native,5,,,,
"Carex disperma",,CADI6,native,8,,,,
"Carex eburnea",,CAEB2,native,8,,,,
"Carex echinata",,CAEC,native,6,,,,
"Carex exilis",,CAEX7,native,9,,,,
"Carex festucacea",,CAFE3,native,3,,,,
"Carex folliculata",,CAFO6,native,6,,,,
"Carex gracilescens",,CAGR8,native,8,,,,
"Carex gracillima",,CAGR2,native,3,,,,
"Carex granularis",,CAGR3,native,4,,,,
"Carex grayi",,CAGR5,native,8,,,,
"Carex grisea",,CAGR24,native,6,,,,
"Carex gynandra",,CAGY4,native,3,,,,
"Carex hirsutella",,CAHI6,native,3,,,,
"Carex hirta",,CAHI10,non-native,0,,,,
"Carex hormathodes",,CAHO8,native,8,,,,
"Carex hystericina",,CAHY4,native,5,,,,
"Carex intumescens",,CAIN12,native,4,,,,
"Carex kobomugi",,CAKO2,non-native,0,,,,
"Carex laevivaginata",,CALA14,native,6,,,,
"Carex lasiocarpa",,CALA11,native,8,,,,
"Carex laxiculmis",,CALA18,native,5,,,,
"Carex laxiflora",,CALA19,native,7,,,,
"Carex leptalea",,CALE10,native,8,,,,
"Carex limosa",,CALI7,native,8,,,,
"Carex longii",,CALO5,native,6,,,,
"Carex lucorum",,CALU17,native,6,,,,
"Carex lupuliformis",,CALU3,native,9,,,,
"Carex lupulina",,CALU4,native,5,,,,
"Carex lurida",,CALU5,native,3,,,,
"Carex merritt-fernaldii",,CAME12,native,4,,,,
"Carex mesochorea",,CAME13,native,3,,,,
"Carex mitchelliana",,CAMI18,native,9,,,,
"Carex muehlenbergii",,CAMU4,native,5,,,,
"Carex nigra",,CANI5,native,6,,,,
"Carex nigromarginata",,CANI3,native,7,,,,
"Carex normalis",,CANO,native,2,,,,
"Carex oligosperma",,CAOL3,native,10,,,,
"Carex paleacea",,CAPA29,native,10,,,,
"Carex pallescens",,CAPA17,native,1,,,,
"Carex pellita",,CAPE42,native,5,,,,
"Carex pensylvanica",,CAPE6,native,6,,,,
"Carex polymorpha",,CAPO4,native,8,,,,
"Carex prairea",,CAPR6,native,8,,,,
"Carex projecta",,CAPR9,native,4,,,,
"Carex pseudocyperus",,CAPS,native,6,,,,
"Carex radiata",,CARA8,native,6,,,,
"Carex rosea",,CARO22,native,4,,,,
"Carex scabrata",,CASC13,native,6,,,,
"Carex scoparia",,CASC11,native,1,,,,
"Carex seorsa",,CASE6,native,7,,,,
"Carex siccata",,CASI12,native,6,,,,
"Carex silicea",,CASI6,native,8,,,,
"Carex spicata",,CASP10,non-native,0,,,,
"Carex sprengelii",,CASP7,native,7,,,,
"Carex squarrosa",,CASQ2,native,3,,,,
"Carex stipata",,CAST5,native,5,,,,
"Carex straminea",,CAST6,native,7,,,,
"Carex striata",,CAST41,native,8,,,,
"Carex stricta",,CAST8,native,4,,,,
"Carex styloflexa",,CAST9,native,8,,,,
"Carex swanii",,CASW,native,4,,,,
"Carex sychnocephala",,CASY,native,10,,,,
"Carex tenera",,CATE3,native,2,,,,
"Carex tonsa",,CATO10,native,4,,,,
"Carex tribuloides",,CATR7,native,4,,,,
"Carex trisperma",,CATR10,native,7,,,,
"Carex tuckermanii",,CATU2,native,8,,,,
"Carex typhina",,CATY,native,8,,,,
"Carex umbellata",,CAUM4,native,4,,,,
"Carex utriculata",,CAUT,native,6,,,,
"Carex vacillans",,CAVA15,native,10,,,,
"Carex vesicaria",,CAVE6,native,6,,,,
"Carex vestita",,CAVE9,native,5,,,,
"Carex virescens",,CAVI4,native,6,,,,
"Carex vulpinoidea",,CAVU2,native,2,,,,
"Carex willdenowii",,CAWI2,native,7,,,,
"Carpinus caroliniana",,CACA18,native,6,,,,
"Carum carvi",,CACA19,non-native,0,,,,
"Carya cordiformis",,CACO15,native,6,,,,
"Carya glabra",,CAGL8,native,7,,,,
"Carya ovalis",,CAOV3,native,6,,,,
"Carya ovata",,CAOV2,native,6,,,,
"Carya tomentosa",,CATO6,native,7,,,,
"Castanea dentata",,CADE12,native,6,,,,
"Catalpa bignonioides",,CABI8,non-native,0,,,,
"Ceanothus americanus",,CEAM,native,5,,,,
"Celastrus orbiculatus",,CEOR7,non-native,0,,,,
"Celastrus scandens",,CESC,native,7,,,,
"Celtis occidentalis",,CEOC,native,6,,,,
"Cenchrus longispinus",,CELO3,native,4,,,,
"Cenchrus tribuloides",,CETR,native,7,,,,
"Centaurea cyanus",,CECY2,non-native,0,,,,
"Centaurea jacea",,CEJA,non-native,0,,,,
"Centaurea nigra",,CENI2,non-native,0,,,,
"Centaurea nigrescens",,CENI3,non-native,0,,,,
"Centaurea stoebe",,CEST8,non-native,0,,,,
"Centaurium pulchellum",,CEPU3,non-native,0,,,,
"Centaurium spicatum",,CESP3,non-native,0,,,,
"Cephalanthus occidentalis",,CEOC2,native,6,,,,
"Cerastium arvense",,CEAR4,native,6,,,,
"Cerastium arvense var. velutinum",,CEARV3,native,10,,,,
"Cerastium glomeratum",,CEGL2,non-native,0,,,,
"Cerastium nutans",,CENU2,native,8,,,,
"Cerastium pumilum",,CEPU4,non-native,0,,,,
"Cerastium semidecandrum",,CESE4,non-native,0,,,,
"Cerastium tomentosum",,CETO2,non-native,0,,,,
"Ceratophyllum demersum",,CEDE4,native,4,,,,
"Ceratophyllum echinatum",,CEEC2,native,4,,,,
"Chamaecrista fasciculata",,CHFA2,native,2,,,,
"Chamaecrista nictitans",,CHNI2,native,2,,,,
"Chamaecyparis thyoides",,CHTH2,native,9,,,,
"Chamaedaphne calyculata",,CHCA2,native,7,,,,
"Chamaesyce maculata",,CHMA15,native,1,,,,
"Chamaesyce nutans",,CHNU9,native,1,,,,
"Chamaesyce polygonifolia",,CHPO6,native,8,,,,
"Chamaesyce vermiculata",,CHVE5,native,3,,,,
"Chamerion angustifolium",,CHAN9,native,3,,,,
"Chelidonium majus",,CHMA2,non-native,0,,,,
"Chelone glabra",,CHGL2,native,6,,,,
"Chelone lyonii",,CHLY2,non-native,0,,,,
"Chenopodium album",,CHAL7,native,10,,,,
"Chenopodium berlandieri",,CHBE4,native,8,,,,
"Chenopodium foggii",,CHFO3,native,9,,,,
"Chenopodium glaucum",,CHGL3,non-native,0,,,,
"Chenopodium leptophyllum",,CHLE4,native,9,,,,
"Chenopodium murale",,CHMU2,non-native,0,,,,
"Chenopodium pratericola",,CHPR5,non-native,0,,,,
"Chenopodium rubrum",,CHRU,native,6,,,,
"Chenopodium simplex",,CHSI2,native,5,,,,
"Chenopodium strictum",,CHST3,native,10,,,,
"Chenopodium urbicum",,CHUR,non-native,0,,,,
"Chimaphila maculata",,CHMA3,native,6,,,,
"Chimaphila umbellata",,CHUM,native,6,,,,
"Chloris verticillata",,CHVE2,non-native,0,,,,
"Chrysopsis mariana",,CHMA14,native,7,,,,
"Chrysosplenium americanum",,CHAM2,native,8,,,,
"Cichorium intybus",,CIIN,non-native,0,,,,
"Cicuta bulbifera",,CIBU,native,5,,,,
"Cicuta maculata",,CIMA2,native,5,,,,
"Cinna arundinacea",,CIAR2,native,6,,,,
"Cinna latifolia",,CILA2,native,6,,,,
"Circaea alpina",,CIAL,native,8,,,,
"Circaea lutetiana",,CILU,native,3,,,,
"Cirsium altissimum",,CIAL2,native,10,,,,
"Cirsium arvense",,CIAR4,non-native,0,,,,
"Cirsium discolor",,CIDI,native,1,,,,
"Cirsium horridulum",,CIHO2,native,5,,,,
"Cirsium pumilum",,CIPU4,native,1,,,,
"Cirsium vulgare",,CIVU,non-native,0,,,,
"Citrullus lanatus",,CILA3,non-native,0,,,,
"Cladium mariscoides",,CLMA,native,8,,,,
"Claytonia virginica",,CLVI3,native,7,,,,
"Clematis terniflora",,CLTE4,non-native,0,,,,
"Clematis virginiana",,CLVI5,native,3,,,,
"Clethra alnifolia",,CLAL3,native,6,,,,
"Clinopodium arkansanum",,CLAR5,native,10,,,,
"Clinopodium vulgare",,CLVU,native,1,,,,
"Clintonia borealis",,CLBO3,native,7,,,,
"Collinsonia canadensis",,COCA4,native,7,,,,
"Colutea arborescens",,COAR6,non-native,0,,,,
"Comandra umbellata",,COUM,native,5,,,,
"Commelina communis",,COCO3,non-native,0,,,,
"Comptonia peregrina",,COPE80,native,5,,,,
"Conioselinum chinense",,COCH2,native,7,,,,
"Conium maculatum",,COMA2,non-native,0,,,,
"Conringia orientalis",,COOR,non-native,0,,,,
"Consolida ajacis",,COAJ,non-native,0,,,,
"Convallaria majalis",,COMA7,non-native,0,,,,
"Convolvulus arvensis",,COAR4,non-native,0,,,,
"Conyza canadensis",,COCA5,native,1,,,,
"Coptis trifolia",,COTR2,native,7,,,,
"Corallorhiza maculata",,COMA25,native,7,,,,
"Corallorhiza odontorhiza",,COOD7,native,8,,,,
"Corallorhiza striata var. striata",,COSTS3,native,10,,,,
"Corema conradii",,COCO9,native,8,,,,
"Coreopsis lanceolata",,COLA5,non-native,0,,,,
"Coreopsis pubescens",,COPU2,non-native,0,,,,
"Coreopsis rosea",,CORO,native,8,,,,
"Coreopsis tinctoria",,COTI3,non-native,0,,,,
"Cornus alternifolia",,COAL2,native,5,,,,
"Cornus amomum",,COAM2,native,5,,,,
"Cornus canadensis",,COCA13,native,8,,,,
"Cornus florida",,COFL2,native,7,,,,
"Cornus racemosa",,CORA6,native,2,,,,
"Cornus rugosa",,CORU,native,7,,,,
"Cornus sericea",,COSE16,native,5,,,,
"Coronopus didymus",,CODI6,non-native,0,,,,
"Corydalis flavula",,COFL3,native,7,,,,
"Corydalis sempervirens",,COSE5,native,7,,,,
"Corylus americana",,COAM3,native,5,,,,
"Corylus cornuta",,COCO6,native,6,,,,
"Corynephorus canescens",,COCA16,non-native,0,,,,
"Crassula aquatica",,CRAQ,native,9,,,,
"Crataegus calpodendron",,CRCA,native,2,,,,
"Crataegus chrysocarpa",,CRCH,native,2,,,,
"Crataegus coccinioides",,CRCO2,native,2,,,,
"Crataegus compacta",,CRCO26,native,2,,,,
"Crataegus compta",,CRCO7,native,2,,,,
"Crataegus crus-galli",,CRCR2,native,2,,,,
"Crataegus dilatata",,CRDI,native,3,,,,
"Crataegus dissona",,CRDI10,native,2,,,,
"Crataegus dodgei",,CRDO3,native,2,,,,
"Crataegus flabellata",,CRFL,native,2,,,,
"Crataegus fluviatilis",,CRFL22,native,2,,,,
"Crataegus intricata",,CRIN3,native,2,,,,
"Crataegus iracunda",,CRIR,native,2,,,,
"Crataegus jonesiae",,CRJO3,native,2,,,,
"Crataegus lucorum",,CRLU,native,2,,,,
