Indiana
2019
"Update of 2004 Indiana database"
"Indiana  , 2019"

"Total Species:",2821
"Native Species:",1969
"Non-native Species:",852
"Total Mean C:",4.2
"Native Mean C:",6.1

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Agalinis gattingeri",Orobanchaceae,AGAGAT,native,7,0,forb,annual,"round-stemmed false foxglove"
"Agalinis paupercula (including 1 variety)",Orobanchaceae,AGAPAU,native,7,-5,forb,annual,"small-flower false foxglove"
"Agalinis purpurea",Orobanchaceae,AGAPUR,native,6,-3,forb,annual,"purple false foxglove"
"Agalinis skinneriana",Orobanchaceae,AGASKI,native,10,3,forb,annual,"pale false foxglove"
"Agalinis tenuifolia (including 2 varieties)",Orobanchaceae,AGATEN,native,4,-3,forb,annual,"slender false foxglove"
"Agastache nepetoides",Lamiaceae,AGANEP,native,4,3,forb,perennial,"yellow giant hyssop"
"Agastache scrophulariifolia",Lamiaceae,AGASCR,native,4,3,forb,perennial,"purple giant hyssop"
"Ageratina altissima var. altissima",Asteraceae,AGEALT,native,2,3,forb,perennial,"white snakeroot"
"Agrimonia gryposepala",Rosaceae,AGRGRY,native,2,3,forb,perennial,"tall agrimony"
"Agrimonia parviflora",Rosaceae,AGRPAR,native,4,-3,forb,perennial,"swamp agrimony"
"Agrimonia pubescens",Rosaceae,AGRPUB,native,5,5,forb,perennial,"soft agrimony"
"Agrimonia rostellata",Rosaceae,AGRROS,native,5,3,forb,perennial,"woodland agrimony"
"Agropyron cristatum subsp. pectinatum",Poaceae,AGRCRI,non-native,0,5,grass,perennial,"crested wheat grass"
"Agropyron desertorum",Poaceae,AGRDES,non-native,0,5,grass,perennial,"crested wheat grass"
"Agrostemma githago",Caryophyllaceae,AGRGIT,non-native,0,5,forb,annual,"corn cockle"
"Agrostis canina",Poaceae,AGRCAN,non-native,0,5,grass,perennial,"velvet bent-grass"
"Agrostis elliottiana",Poaceae,AGRELL,native,2,3,grass,perennial,"awned bent grass"
"Agrostis gigantea",Poaceae,AGRGIG,non-native,0,-3,grass,perennial,"red top"
"Agrostis hyemalis",Poaceae,AGRHYE,native,2,0,grass,perennial,"hair grass"
"Agrostis perennans",Poaceae,AGRPER,native,2,0,grass,perennial,"autumn bent grass"
"Agrostis scabra",Poaceae,AGRSCA,native,5,0,grass,perennial,"rough bent grass"
"Agrostis stolonifera",Poaceae,AGRSTO,non-native,0,-3,grass,perennial,"creeping bent grass"
"Ailanthus altissima",Simaroubaceae,AILALT,non-native,0,3,tree,perennial,tree-of-heaven
"Aira caryophyllaea var. caryophyllaea",Poaceae,AIRCAR,non-native,0,3,grass,annual,"silver hair grass"
"Ajuga reptans",Lamiaceae,AJUREP,non-native,0,5,forb,perennial,"carpet bugle"
"Akebia quinata",Lardizabalaceae,AKEQUI,non-native,0,5,vine,perennial,"chocolate vine"
"Albizia julibrissin",Fabaceae,ALBJUL,non-native,0,5,tree,perennial,"silk tree"
"Alcea rosea",Malvaceae,ALCROS,non-native,0,5,forb,perennial,hollyhock
"Aletris farinosa",Nartheciaceae,ALEFAR,native,9,0,forb,perennial,"colic root"
"Alisma subcordatum",Alismataceae,ALISUB,native,2,-5,forb,perennial,"common water plantain"
"Alisma triviale",Alismataceae,ALITRI,native,2,-5,forb,perennial,"american water plantain"
"Alliaria petiolata",Brassicaceae,ALLPET,non-native,0,0,forb,biennial,"garlic mustard"
"Allium canadense var. canadense",Amaryllidaceae,ALLCAN,native,1,3,forb,perennial,"wild garlic"
"Allium cepa",Amaryllidaceae,ALLCEP,non-native,0,5,forb,perennial,"garden onion"
"Allium cernuum var. cernuum",Amaryllidaceae,ALLCER,native,4,3,forb,perennial,"nodding wild onion"
"Allium sativum",Amaryllidaceae,ALLSAT,non-native,0,5,forb,perennial,garlic
"Allium schoenoprasum var. schoenoprasum",Amaryllidaceae,ALLSCH,non-native,0,0,forb,perennial,"wild chives"
"Allium stellatum",Amaryllidaceae,ALLSTE,non-native,0,5,forb,perennial,"cliff onion"
"Allium tricoccum var. burdickii",Amaryllidaceae,ALLTRB,native,6,3,forb,perennial,"narrow-leaf wild leek"
"Allium tricoccum var. tricoccum",Amaryllidaceae,ALLTRT,native,7,3,forb,perennial,"wild leek"
"Allium vineale",Amaryllidaceae,ALLVIN,non-native,0,3,forb,perennial,"field garlic"
"Alnus glutinosa",Betulaceae,ALNGLU,non-native,0,-3,tree,perennial,"black alder"
"Alnus incana subsp. rugosa",Betulaceae,ALNINC,native,9,-3,tree,perennial,"speckled alder"
"Alnus serrulata",Betulaceae,ALNSER,native,6,-5,tree,perennial,"common alder"
"Alopecurus aequalis var. aequalis",Poaceae,ALOAEQ,native,6,-5,grass,perennial,foxtail
"Alopecurus carolinianus",Poaceae,ALOCAR,native,0,-3,grass,annual,"annual foxtail"
"Alopecurus geniculatus",Poaceae,ALOGEN,non-native,0,-5,grass,perennial,"marsh meadow foxtail"
"Alopecurus pratensis",Poaceae,ALOPRA,non-native,0,-3,grass,perennial,"meadow foxtail"
"Alyssum alyssoides",Brassicaceae,ALYALY,non-native,0,5,forb,annual,"pale alyssum"
"Amaranthus albus",Amaranthaceae,AMAALB,native,0,3,forb,annual,tumbleweed
"Amaranthus arenicola",Amaranthaceae,AMAARE,non-native,0,3,forb,annual,"torreys amaranth"
"Amaranthus blitoides",Amaranthaceae,AMABLI,non-native,0,3,forb,annual,"prostrate amaranth"
"Amaranthus cruentus",Amaranthaceae,AMACRU,non-native,0,5,forb,annual,love-lies-bleeding
"Amaranthus hybridus",Amaranthaceae,AMAHYB,non-native,0,5,forb,perennial,"green amaranth"
"Amaranthus palmeri",Amaranthaceae,AMAPAL,non-native,0,3,forb,annual,"careless weed"
"Amaranthus powellii",Amaranthaceae,AMAPOW,non-native,0,5,forb,annual,"smooth pigweed"
"Amaranthus retroflexus",Amaranthaceae,AMARET,non-native,0,3,forb,annual,"rough pigweed"
"Amaranthus rudis",Amaranthaceae,AMARUD,native,0,-5,forb,annual,"tamarisk water hemp"
"Amaranthus spinosus",Amaranthaceae,AMASPI,non-native,0,3,forb,annual,"spiny pigweed"
"Amaranthus tuberculatus",Amaranthaceae,AMATUB,native,1,-5,forb,annual,"tall waterhemp"
"Amberboa moschata (=centaurea moschata)",Asteraceae,AMBMOS,non-native,0,3,forb,annual,"sweet sultan"
"Ambrosia artemisiifolia",Asteraceae,AMBART,native,0,3,forb,annual,"common ragweed"
"Ambrosia bidentata",Asteraceae,AMBBID,non-native,0,3,forb,annual,"lanceleaf ragweed"
"Ambrosia psilostachya",Asteraceae,AMBPSI,non-native,0,3,forb,perennial,"western ragweed"
"Ambrosia trifida",Asteraceae,AMBTRI,native,0,0,forb,annual,"giant ragweed"
"Amelanchier arborea",Rosaceae,AMEARB,native,6,3,tree,perennial,juneberry
"Amelanchier humilis",Rosaceae,AMEHUM,native,7,3,shrub,perennial,"low shadbush"
"Amelanchier interior",Rosaceae,AMEINT,native,8,5,shrub,perennial,"inland service-berry"
"Amelanchier laevis",Rosaceae,AMELAE,native,8,5,tree,perennial,"allegheny service-berry"
"Amelanchier sanguinea",Rosaceae,AMESAN,native,10,5,shrub,perennial,"round-leaved service-berry"
"Amelanchier spicata",Rosaceae,AMESPI,native,9,3,shrub,perennial,"low shadbush"
"Ammannia coccinea",Lythraceae,AMMCOC,native,2,-5,forb,annual,"long-leaved ammannia"
"Ammannia robusta",Lythraceae,AMMROB,native,2,-5,forb,annual,"scarlet loosestrife"
"Ammophila breviligulata",Poaceae,AMMBRE,native,10,5,grass,perennial,"beach grass"
"Amorpha canescens",Fabaceae,AMOCAN,native,9,5,shrub,perennial,"lead plant"
"Amorpha fruticosa",Fabaceae,AMOFRU,native,3,-3,shrub,perennial,"false indigo bush"
"Ampelopsis cordata",Vitaceae,AMPCOR,native,3,0,vine,perennial,"raccoon grape"
"Amphiachyris dracunculoides",Asteraceae,AMPDRA,non-native,0,5,forb,annual,broomweed
"Amphicarpaea bracteata",Fabaceae,AMPBRA,native,5,0,vine,annual,hog-peanut
"Amsonia tabernaemontana (including 1 variety)",Apocynaceae,AMSTAB,native,5,-3,forb,perennial,"blue star"
"Anaphalis margaritacea",Asteraceae,ANAMAR,native,3,3,forb,perennial,"pearly everlasting"
"Andromeda polifolia var. latifolia",Ericaceae,ANDPOL,native,10,-5,shrub,perennial,"bog rosemary"
"Andropogon gerardii",Poaceae,ANDGER,native,5,3,grass,perennial,"big bluestem grass"
"Andropogon gyrans var. gyrans",Poaceae,ANDGYR,native,3,3,grass,perennial,"elliotts broom sedge"
"Andropogon hallii",Poaceae,ANDHAL,non-native,0,3,grass,perennial,"sand bluestem grass"
"Andropogon ternarius var. ternarius",Poaceae,ANDTER,native,3,3,grass,perennial,"silver bluestem"
"Andropogon virginicus var. virginicus",Poaceae,ANDVIR,native,1,3,grass,perennial,"broom sedge"
"Androsace occidentalis",Primulaceae,ANDOCC,native,4,3,forb,annual,"rock jasmine"
"Anemone acutiloba (=hepatica acutiloba)",Ranunculaceae,ANEACU,native,8,5,forb,perennial,"sharp-lobed hepatica"
"Anemone americana (=hepatica americana)",Ranunculaceae,ANEAME,native,8,5,forb,perennial,"round-leaved hepatica"
"Anemone canadensis",Ranunculaceae,ANECAN,native,4,-3,forb,perennial,"meadow anemone"
"Anemone caroliniana",Ranunculaceae,ANECAR,native,10,3,forb,perennial,"carolina anemone"
"Anemone cylindrica",Ranunculaceae,ANECYL,native,7,5,forb,perennial,"candle anemone"
"Anemone quinquefolia var. quinquefolia",Ranunculaceae,ANEQUI,native,7,0,forb,perennial,"wood anemone"
"Anemone virginiana (including 1 variety)",Ranunculaceae,ANEVIR,native,4,3,forb,perennial,"tall anemone"
"Anethum graveolens",Apiaceae,ANEGRA,non-native,0,5,forb,annual,dill
"Angelica atropurpurea",Apiaceae,ANGATR,native,6,-5,forb,perennial,"great angelica"
"Angelica venenosa",Apiaceae,ANGVEN,native,8,3,forb,perennial,"wood angelica"
"Anoda cristata",Malvaceae,ANOCRI,non-native,0,0,forb,annual,"crested anoda"
"Antennaria howellii (including subspecies)",Asteraceae,ANTHOW,native,3,5,forb,perennial,"small pussytoes"
"Antennaria neglecta",Asteraceae,ANTNEG,native,3,5,forb,perennial,"cats foot"
"Antennaria parlinii (including 1 subspecies)",Asteraceae,ANTPAR,native,3,5,forb,perennial,"large plantain-leaved pussytoes"
"Antennaria plantaginifolia",Asteraceae,ANTPLA,native,3,5,forb,perennial,pussytoes
"Antennaria solitaria",Asteraceae,ANTSOL,native,10,5,forb,perennial,"solitary cats foot"
"Anthemis arvensis",Asteraceae,ANTARV,non-native,0,5,forb,annual,"corn chamomile"
"Anthemis cotula",Asteraceae,ANTCOT,non-native,0,3,forb,annual,"dog fennel"
"Anthoxanthum hirtum",Poaceae,ANTHIR,native,10,-3,grass,perennial,"sweet grass"
"Anthoxanthum odoratum",Poaceae,ANTODO,non-native,0,3,grass,perennial,"sweet vernal grass"
"Anthriscus caucalis",Apiaceae,ANTCAU,non-native,0,3,forb,biennial,"bur chervil"
"Apera interrupta",Poaceae,APEINT,non-native,0,5,grass,annual,"silky bent grass"
"Apios americana",Fabaceae,APIAME,native,3,-3,vine,perennial,"ground nut"
"Aplectrum hyemale",Orchidaceae,APLHYE,native,7,0,forb,perennial,adam-and-eve
"Apocynum androsaemifolium",Apocynaceae,APOAND,native,6,5,forb,perennial,"spreading dogbane"
"Apocynum cannabinum",Apocynaceae,APOCAN,native,2,0,forb,perennial,dogbane
"Aquilegia canadensis",Ranunculaceae,AQUCAN,native,5,3,forb,perennial,columbine
"Aquilegia vulgaris",Ranunculaceae,AQUVUL,non-native,0,5,forb,perennial,"european columbine"
"Arabidopsis lyrata subsp. lyrata",Brassicaceae,ARALYR,native,7,3,forb,biennial,"lyre-leaved rock cress"
"Arabidopsis thaliana",Brassicaceae,ARATHA,non-native,0,5,forb,annual,"mouse-eared cress"
"Arabis patens",Brassicaceae,ARAPAT,native,10,0,forb,biennial,"spreading rock cress"
"Arabis pycnocarpa (including 1 variety)",Brassicaceae,ARAPYC,native,5,3,forb,biennial,"hairy rock cress"
"Aralia hispida",Araliaceae,ARAHIS,native,10,5,shrub,perennial,"bristly sarsaparilla"
"Aralia nudicaulis",Araliaceae,ARANUD,native,7,3,forb,perennial,"wild sarsaparilla"
"Aralia racemosa",Araliaceae,ARARAC,native,8,3,forb,perennial,"american spikenard"
"Aralia spinosa",Araliaceae,ARASPI,native,5,-3,shrub,perennial,"devils walking stick"
"Arctium lappa",Asteraceae,ARCLAP,non-native,0,3,forb,biennial,"great burdock"
"Arctium minus",Asteraceae,ARCMIN,non-native,0,3,forb,biennial,"common burdock"
"Arctostaphylos uva-ursi",Ericaceae,ARCUVA,native,10,5,shrub,perennial,bearberry
"Arenaria serpyllifolia var. serpyllifolia",Caryophyllaceae,ARESER,non-native,0,0,forb,annual,"thyme-leaved sandwort"
"Arethusa bulbosa",Orchidaceae,AREBUL,native,10,-5,forb,perennial,"dragons mouth"
"Argemone mexicana",Papaveraceae,ARGMEX,non-native,0,5,forb,annual,"mexican prickly poppy"
"Argemone polyanthemos",Papaveraceae,ARGPOL,non-native,0,5,forb,annual,"white prickly poppy"
"Argentina anserina (=potentilla anserina)",Rosaceae,ARGANS,native,4,-3,forb,perennial,silverweed
"Arisaema dracontium",Araceae,ARIDRA,native,5,-3,forb,perennial,"green dragon"
"Arisaema triphyllum",Araceae,ARITRI,native,4,-3,forb,perennial,"indian turnip"
"Aristida basiramea",Poaceae,ARIBAS,non-native,0,5,grass,annual,"forked-tip three-awn grass"
"Aristida dichotoma var. dichotoma",Poaceae,ARIDIC,native,2,3,grass,annual,"poverty grass"
"Aristida longespica var. geniculata",Poaceae,ARILOG,native,8,3,grass,annual,"false arrow feather"
"Aristida longespica var. longespica",Poaceae,ARILOL,native,2,3,grass,annual,"three-awn grass"
"Aristida oligantha",Poaceae,ARIOLI,native,2,5,grass,annual,"plains three awn grass"
"Aristida purpurascens var. purpurascens",Poaceae,ARIPUR,native,7,3,grass,perennial,"arrow feather"
"Aristida ramosissima",Poaceae,ARIRAM,native,5,5,grass,annual,"slender three-awn grass"
"Aristida tuberculosa",Poaceae,ARITUB,native,10,5,grass,annual,"beach three-awn grass"
"Armoracia rusticana",Brassicaceae,ARMRUS,non-native,0,0,forb,perennial,"horse radish"
"Arnoglossum atriplicifolium (=cacalia atriplicifolia)",Asteraceae,ARNATR,native,6,5,forb,perennial,"pale indian plantain"
"Arnoglossum plantagineum",Asteraceae,ARNPLA,native,10,0,forb,perennial,"prairie indian plantain"
"Arnoglossum reniforme",Asteraceae,ARNREN,native,8,3,forb,perennial,"great indian plantain"
"Aronia melanocarpa (=photinia melanocarpa)",Rosaceae,AROMEL,native,8,0,shrub,perennial,"black chokeberry"
"Aronia x prunifolia",Rosaceae,AROPRU,native,8,-3,shrub,perennial,"purple chokeberry"
"Arrhenatherum elatius subsp. elatius",Poaceae,ARRELA,non-native,0,3,grass,perennial,"tall oat grass"
"Artemisia abrotanum",Asteraceae,ARTABR,non-native,0,5,shrub,perennial,"southern wormwood"
"Artemisia absinthium",Asteraceae,ARTABS,non-native,0,5,forb,perennial,"common wormwood"
"Artemisia annua",Asteraceae,ARTANN,non-native,0,3,forb,annual,"annual wormwood"
"Artemisia biennis",Asteraceae,ARTBIE,non-native,0,-3,forb,biennial,"biennial wormwood"
"Artemisia campestris subsp. caudata",Asteraceae,ARTCAM,native,5,5,forb,biennial,"beach wormwood"
"Artemisia carruthii",Asteraceae,ARTCAR,non-native,0,5,forb,perennial,"kansas mugwort"
"Artemisia ludoviciana subsp. ludoviciana",Asteraceae,ARTLUD,non-native,0,5,forb,perennial,"white sage"
"Artemisia stelleriana",Asteraceae,ARTSTE,native,0,3,forb,perennial,"old woman"
"Artemisia vulgaris",Asteraceae,ARTVUL,non-native,0,5,forb,perennial,mugwort
"Arthraxon hispidus var. hispidus",Poaceae,ARTHIS,non-native,0,-3,grass,annual,"small carp grass"
"Aruncus dioicus (including 1 variety)",Rosaceae,ARUDIO,native,7,3,forb,perennial,goats-beard
"Arundinaria gigantea",Poaceae,ARUGIG,native,5,-3,grass,perennial,"giant cane"
"Asarum canadense",Aristolochiaceae,ASACAN,native,5,3,forb,perennial,"canada wild ginger"
"Asclepias amplexicaulis",Apocynaceae,ASCAMP,native,7,5,forb,perennial,"sand milkweed"
"Asclepias exaltata",Apocynaceae,ASCEXA,native,8,5,forb,perennial,"poke milkweed"
"Asclepias hirtella",Apocynaceae,ASCHIR,native,6,5,forb,perennial,"tall green milkweed"
"Asclepias incarnata subsp. incarnata",Apocynaceae,ASCINC,native,4,-5,forb,perennial,"swamp milkweed"
"Asclepias meadii",Apocynaceae,ASCMEA,native,10,3,forb,perennial,"meads milkweed"
"Asclepias perennis",Apocynaceae,ASCPER,native,8,-5,forb,perennial,"thin-leaved milkweed"
"Asclepias purpurascens",Apocynaceae,ASCPUR,native,7,3,forb,perennial,"purple milkweed"
"Asclepias quadrifolia",Apocynaceae,ASCQUA,native,8,3,forb,perennial,"whorled milkweed"
"Asclepias sullivantii",Apocynaceae,ASCSUL,native,8,0,forb,perennial,"prairie milkweed"
"Asclepias syriaca",Apocynaceae,ASCSYR,native,1,3,forb,perennial,"common milkweed"
"Asclepias tuberosa (including 1 subspecies)",Apocynaceae,ASCTUB,native,4,5,forb,perennial,butterflyweed
"Asclepias variegata",Apocynaceae,ASCVAR,native,8,3,forb,perennial,"variegated milkweed"
"Asclepias verticillata",Apocynaceae,ASCVER,native,5,3,forb,perennial,"horsetail milkweed"
"Asclepias viridiflora",Apocynaceae,ASCVIF,native,9,5,forb,perennial,"green-flowered milkweed"
"Asclepias viridis",Apocynaceae,ASCVIR,native,10,5,forb,perennial,"green milkweed"
"Asimina triloba",Annonaceae,ASITRI,native,6,0,tree,perennial,papaw
"Asparagus officinalis",Asparagaceae,ASPOFF,non-native,0,3,forb,perennial,"garden asparagus"
"Asplenium bradleyi",1-aspleniaceae,ASPBRA,native,10,5,fern,perennial,"bradleys spleenwort"
"Asplenium montanum",1-aspleniaceae,ASPMON,native,10,5,fern,perennial,"mountain spleenwort"
"Asplenium pinnatifidum",1-aspleniaceae,ASPPIN,native,10,5,fern,perennial,"pinnatifid spleenwort"
"Asplenium platyneuron",1-aspleniaceae,ASPPLA,native,3,3,fern,perennial,"ebony spleenwort"
"Asplenium resiliens",1-aspleniaceae,ASPRES,native,10,5,fern,perennial,"black spleenwort"
"Asplenium rhizophyllum (=camptosorus rhizophyllus)",1-aspleniaceae,ASPRHI,native,10,5,fern,perennial,"walking fern"
"Asplenium ruta-muraria",1-aspleniaceae,ASPRUT,native,10,5,fern,perennial,"wall-rue spleenwort"
"Asplenium trichomanes subsp. trichomanes",1-aspleniaceae,ASPTRI,native,10,5,fern,perennial,"maidenhair spleenwort"
"Aster tataricus",Asteraceae,ASTTAT,non-native,0,5,forb,perennial,"tatarian aster"
"Astragalus canadensis var. canadensis",Fabaceae,ASTCAN,native,9,0,forb,perennial,"canadian milk vetch"
"Astragalus cicer",Fabaceae,ASTCIC,non-native,0,5,forb,perennial,"chick-pea milk vetch"
"Astragalus glycyphyllos",Fabaceae,ASTGLY,non-native,0,5,forb,perennial,"licorice milkvetch"
"Astragalus tennesseensis",Fabaceae,ASTTEN,native,10,3,forb,perennial,"tennessee milk vetch"
"Athyrium filix-femina (including varieties)",1-athyriaceae,ATHFIL,native,6,0,fern,perennial,"lady fern"
"Atriplex littoralis",Amaranthaceae,ATRLIT,non-native,0,3,forb,annual,"grass-leaved orach"
"Atriplex patula",Amaranthaceae,ATRPAT,non-native,0,-3,forb,annual,"fat-hen saltbush"
"Atriplex prostrata",Amaranthaceae,ATRPRO,non-native,0,0,forb,annual,"halberd-leaved orach"
"Aureolaria flava (including 1 variety)",Orobanchaceae,AURFLA,native,7,5,forb,perennial,"smooth false foxglove"
"Aureolaria grandiflora var. pulchra",Orobanchaceae,AURGRA,native,7,3,forb,perennial,"yellow false foxglove"
"Aureolaria pedicularia (including 2 varieties)",Orobanchaceae,AURPED,native,7,5,forb,annual,"clammy false foxglove"
"Aureolaria virginica",Orobanchaceae,AURVIR,native,8,5,forb,perennial,"downy false foxglove"
"Avena fatua",Poaceae,AVEFAT,non-native,0,5,grass,annual,"wild oats"
"Avena sativa",Poaceae,AVESAT,non-native,0,5,grass,annual,oats
"Azolla cristata",1-salviniaceae,AZOCRI,native,4,-5,fern,annual,"carolina mosquito fern"
"Bacopa rotundifolia",Plantaginaceae,BACROT,native,4,-5,forb,perennial,"water hyssop"
"Baptisia alba var. macrophylla (=baptisia lactea)",Fabaceae,BAPALB,native,6,3,forb,perennial,"largeleaf wild indigo"
"Baptisia australis var. australis",Fabaceae,BAPAUS,native,10,3,forb,perennial,"blue wild indigo"
"Baptisia leucophaea (=baptisia bracteata var. leucophaea)",Fabaceae,BAPLEU,native,10,5,forb,perennial,"longbract wild indigo"
"Baptisia tinctoria",Fabaceae,BAPTIN,native,10,5,forb,perennial,"yellow wild indigo"
"Barbarea verna",Brassicaceae,BARVER,non-native,0,5,forb,biennial,"early winter cress"
"Barbarea vulgaris",Brassicaceae,BARVUL,non-native,0,0,forb,biennial,"yellow rocket"
"Bartonia paniculata subsp. paniculata",Gentianaceae,BARPAN,native,5,-5,forb,annual,"panicled screwstem"
"Bartonia virginica",Gentianaceae,BARVIR,native,5,-3,forb,annual,"yellow screwstem"
"Bassia scoparia",Amaranthaceae,BASSCO,non-native,0,3,forb,annual,"mexican -fireweed"
"Belamcanda chinensis",Iridaceae,BELCHI,non-native,0,3,forb,perennial,"blackberry lily"
"Bellis perennis",Asteraceae,BELPER,non-native,0,5,forb,perennial,"english daisy"
"Berberis aquifolium",Berberidaceae,BERAQU,non-native,0,5,shrub,perennial,"holly-leaf oregon-grape"
"Berberis canadensis",Berberidaceae,BERCAN,native,10,3,shrub,perennial,"allegheny barberry"
"Berberis thunbergii",Berberidaceae,BERTHU,non-native,0,3,shrub,perennial,"japanese barberry"
"Berberis vulgaris",Berberidaceae,BERVUL,non-native,0,3,shrub,perennial,"common barberry"
"Berteroa incana",Brassicaceae,BERINC,non-native,0,5,forb,annual,"hoary alyssum"
"Besseya bullii",Plantaginaceae,BESBUL,native,8,5,forb,perennial,"kitten tails"
"Betula alleghaniensis",Betulaceae,BETALL,native,10,0,tree,perennial,"yellow birch"
"Betula nigra",Betulaceae,BETNIG,native,2,-3,tree,perennial,"river birch"
"Betula papyrifera",Betulaceae,BETPAP,native,7,3,tree,perennial,"paper birch"
"Betula pendula",Betulaceae,BETPEN,non-native,0,3,tree,perennial,"european white birch"
"Betula populifolia",Betulaceae,BETPOP,native,10,0,tree,perennial,"gray birch"
"Betula pubescens",Betulaceae,BETPUB,non-native,0,3,tree,perennial,"eurasian paper birch"
"Betula pumila",Betulaceae,BETPUM,native,10,-5,shrub,perennial,"dwarf birch"
"Bidens aristosa",Asteraceae,BIDARI,native,1,-3,forb,annual,"swamp marigold"
"Bidens beckii (=megalodonta beckii)",Asteraceae,BIDBEC,native,10,-5,forb,perennial,"becks water-marigold"
"Bidens bipinnata",Asteraceae,BIDBIP,native,0,0,forb,annual,"spanish needles"
"Bidens cernua",Asteraceae,BIDCER,native,2,-5,forb,annual,"nodding bur marigold"
"Bidens connata",Asteraceae,BIDCON,native,2,-3,forb,annual,"purplestemmed tickseed"
"Bidens discoidea",Asteraceae,BIDDIS,native,5,-3,forb,annual,"swamp beggars ticks"
"Bidens frondosa",Asteraceae,BIDFRO,native,1,-3,forb,annual,"common beggars ticks"
"Bidens polylepis",Asteraceae,BIDPOL,native,1,-3,forb,annual,"bearded beggarticks"
"Bidens trichosperma (=bidens coronata)",Asteraceae,BIDTRC,native,5,-5,forb,annual,"tall swamp marigold"
"Bidens tripartita (=bidens comosa)",Asteraceae,BIDTRP,native,2,-5,forb,annual,"swamp tickseed"
