"Northeastern Coastal Zone (8.1.7)"
2018
"NatureServe-NEIWPCC Northeast FQA Project. Metzler, K. and D. Faber-Langendoen. Database of coefficients of conservatism for Omernik Level 3 Ecoregion 59"
"Northeastern Coastal Zone (8.1.7) (CT, MA, ME, NH, NY, RI, VT) (Omernik III Ecoregions: 59), 2018"

"Total Species:",2735
"Native Species:",1731
"Non-native Species:",1004
"Total Mean C:",3.7
"Native Mean C:",5.8

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Agrimonia pubescens",,AGPU,native,7,,,,
"Agrimonia rostellata",,AGRO3,native,7,,,,
"Agrimonia striata",,AGST,native,4,,,,
"Agrostemma githago",,AGGI,non-native,0,,,,
"Agrostis canina",,AGCA4,non-native,0,,,,
"Agrostis capillaris",,AGCA5,non-native,0,,,,
"Agrostis gigantea",,AGGI2,non-native,0,,,,
"Agrostis hyemalis",,AGHY,native,3,,,,
"Agrostis perennans",,AGPE,native,3,,,,
"Agrostis scabra",,AGSC5,native,3,,,,
"Agrostis stolonifera",,AGST2,native,3,,,,
"Ailanthus altissima",,AIAL,non-native,0,,,,
"Aira caryophyllea",,AICA,non-native,0,,,,
"Aira praecox",,AIPR,non-native,0,,,,
"Ajuga genevensis",,AJGE,non-native,0,,,,
"Ajuga reptans",,AJRE,non-native,0,,,,
"Akebia quinata",,AKQU,non-native,0,,,,
"Alcea rosea",,ALRO3,non-native,0,,,,
"Alchemilla monticola",,ALMO4,non-native,0,,,,
"Aletris farinosa",,ALFA2,native,7,,,,
"Alisma subcordatum",,ALSU,native,4,,,,
"Alisma triviale",,ALTR7,native,5,,,,
"Alliaria petiolata",,ALPE4,non-native,0,,,,
"Allium canadense",,ALCA3,native,4,,,,
"Allium cepa",,ALCE,non-native,0,,,,
"Allium cernuum",,ALCE2,native,7,,,,
"Allium schoenoprasum",,ALSC,native,9,,,,
"Allium schoenoprasum var. sibiricum",,ALSCS,native,5,,,,
"Allium tricoccum",,ALTR3,native,7,,,,
"Allium vineale",,ALVI,non-native,0,,,,
"Alnus glutinosa",,ALGL2,non-native,0,,,,
"Alnus incana ssp. rugosa",,ALINR,native,5,,,,
"Alnus serrulata",,ALSE2,native,5,,,,
"Alopecurus aequalis",,ALAE,native,6,,,,
"Alopecurus carolinianus",,ALCA4,non-native,0,,,,
"Alopecurus geniculatus",,ALGE2,non-native,0,,,,
"Alopecurus myosuroides",,ALMY,non-native,0,,,,
"Alopecurus pratensis",,ALPR3,non-native,0,,,,
"Althaea officinalis",,ALOF2,non-native,0,,,,
"Alyssum alyssoides",,ALAL3,non-native,0,,,,
"Amaranthus albus",,AMAL,native,2,,,,
"Amaranthus blitoides",,AMBL,native,2,,,,
"Amaranthus blitum",,AMBL2,non-native,0,,,,
"Amaranthus cannabinus",,AMCA2,native,6,,,,
"Amaranthus caudatus",,AMCA3,non-native,0,,,,
"Amaranthus cruentus",,AMCR4,non-native,0,,,,
"Amaranthus hybridus",,AMHY,native,1,,,,
"Amaranthus palmeri",,AMPA,non-native,0,,,,
"Amaranthus powellii",,AMPO2,non-native,0,,,,
"Amaranthus pumilus",,AMPU2,native,10,,,,
"Amaranthus retroflexus",,AMRE,native,1,,,,
"Amaranthus spinosus",,AMSP,non-native,0,,,,
"Amaranthus tuberculatus",,AMTU,native,1,,,,
"Amaranthus viridis",,AMVI,non-native,0,,,,
"Ambrosia artemisiifolia",,AMAR2,native,1,,,,
"Ambrosia bidentata",,AMBI2,non-native,0,,,,
"Ambrosia psilostachya",,AMPS,non-native,0,,,,
"Ambrosia trifida",,AMTR,native,2,,,,
"Amelanchier amabilis",,AMAM4,non-native,0,,,,
"Amelanchier arborea",,AMAR3,native,4,,,,
"Amelanchier canadensis",,AMCA4,native,5,,,,
"Amelanchier laevis",,AMLA,native,4,,,,
"Amelanchier nantucketensis",,AMNA2,native,7,,,,
"Amelanchier sanguinea",,AMSA,native,7,,,,
"Amelanchier sanguinea var. sanguinea",,AMSAS,native,8,,,,
"Amelanchier stolonifera",,AMST80,native,5,,,,
"Ammophila breviligulata",,AMBR,native,7,,,,
"Amorpha fruticosa",,AMFR,native,3,,,,
"Ampelopsis aconitifolia",,AMAC4,non-native,0,,,,
"Ampelopsis brevipedunculata",,AMBR7,non-native,0,,,,
"Ampelopsis cordata",,AMCO2,non-native,0,,,,
"Amphicarpaea bracteata",,AMBR2,native,4,,,,
"Amsinckia lycopsoides",,AMLY,non-native,0,,,,
"Amsinckia menziesii",,AMME,non-native,0,,,,
"Amsonia tabernaemontana",,AMTA2,non-native,0,,,,
"Anagallis arvensis",,ANAR,non-native,0,,,,
"Anaphalis margaritacea",,ANMA,native,2,,,,
"Anchusa arvensis",,ANAR16,non-native,0,,,,
"Anchusa azurea",,ANAZ,non-native,0,,,,
"Anchusa officinalis",,ANOF,non-native,0,,,,
"Andromeda polifolia",,ANPO,native,9,,,,
"Andropogon gerardii",,ANGE,native,4,,,,
"Andropogon glomeratus",,ANGL2,native,5,,,,
"Andropogon virginicus",,ANVI2,native,3,,,,
"Androsace occidentalis",,ANOC2,non-native,0,,,,
"Anemone canadensis",,ANCA8,native,6,,,,
"Anemone cylindrica",,ANCY,native,5,,,,
"Anemone quinquefolia",,ANQU,native,6,,,,
"Anemone virginiana",,ANVI3,native,5,,,,
"Anethum graveolens",,ANGR2,non-native,0,,,,
"Angelica atropurpurea",,ANAT,native,4,,,,
"Angelica lucida",,ANLU,native,8,,,,
"Angelica venenosa",,ANVE,native,9,,,,
"Anoda cristata",,ANCR2,non-native,0,,,,
"Antennaria howellii",,ANHO,native,3,,,,
"Antennaria neglecta",,ANNE,native,3,,,,
"Antennaria parlinii",,ANPA9,native,3,,,,
"Antennaria plantaginifolia",,ANPL,native,4,,,,
"Anthemis arvensis",,ANAR6,non-native,0,,,,
"Anthemis cotula",,ANCO2,non-native,0,,,,
"Anthemis tinctoria",,ANTI,non-native,0,,,,
"Anthoxanthum aristatum",,ANAR7,non-native,0,,,,
"Anthoxanthum odoratum",,ANOD,non-native,0,,,,
"Anthriscus cerefolium",,ANCE,non-native,0,,,,
"Anthriscus sylvestris",,ANSY,non-native,0,,,,
"Anthyllis vulneraria",,ANVU,non-native,0,,,,
"Antirrhinum majus",,ANMA3,non-native,0,,,,
"Apera spica-venti",,APSP,non-native,0,,,,
"Apios americana",,APAM,native,4,,,,
"Apium graveolens",,APGR2,non-native,0,,,,
"Aplectrum hyemale",,APHY,native,9,,,,
"Apocynum androsaemifolium",,APAN2,native,2,,,,
"Apocynum cannabinum",,APCA,native,3,,,,
"Apocynum �floribundum",,APFL,native,3,,,,
"Aquilegia canadensis",,AQCA,native,6,,,,
"Aquilegia vulgaris",,AQVU,non-native,0,,,,
"Arabidopsis thaliana",,ARTH,non-native,0,,,,
"Arabis canadensis",,ARCA,native,6,,,,
"Arabis drummondii",,ARDR,native,7,,,,
"Arabis glabra",,ARGL,native,2,,,,
"Arabis hirsuta var. pycnocarpa",,ARHIP,native,8,,,,
"Arabis laevigata",,ARLA,native,7,,,,
"Arabis lyrata",,ARLY2,native,8,,,,
"Arabis missouriensis",,ARMI5,native,8,,,,
"Aralia elata",,AREL8,non-native,0,,,,
"Aralia hispida",,ARHI2,native,5,,,,
"Aralia nudicaulis",,ARNU2,native,4,,,,
"Aralia racemosa",,ARRA,native,7,,,,
"Aralia spinosa",,ARSP2,native,4,,,,
"Arceuthobium pusillum",,ARPU3,native,9,,,,
"Arctium lappa",,ARLA3,non-native,0,,,,
"Arctium minus",,ARMI2,non-native,0,,,,
"Arctium tomentosum",,ARTO,non-native,0,,,,
"Arctostaphylos uva-ursi",,ARUV,native,7,,,,
"Arenaria serpyllifolia",,ARSE2,non-native,0,,,,
"Arethusa bulbosa",,ARBU,native,9,,,,
"Argemone albiflora",,ARAL3,non-native,0,,,,
"Argemone mexicana",,ARME4,non-native,0,,,,
"Argentina anserina",,ARAN7,native,3,,,,
"Argentina egedii",,AREG,native,8,,,,
"Arisaema dracontium",,ARDR3,native,8,,,,
"Arisaema triphyllum ssp. pusillum",,ARTRP,native,10,,,,
"Arisaema triphyllum ssp. stewardsonii",,ARTRS,native,7,,,,
"Arisaema triphyllum ssp. triphyllum",,ARTRT3,native,5,,,,
"Aristida dichotoma",,ARDI4,native,4,,,,
"Aristida longespica var. geniculata",,ARLOG6,native,5,,,,
"Aristida longespica var. longespica",,ARLOL3,native,8,,,,
"Aristida oligantha",,AROL,native,5,,,,
"Aristida purpurascens",,ARPU8,native,6,,,,
"Aristida tuberculosa",,ARTU,native,8,,,,
"Aristolochia macrophylla",,ARMA7,non-native,0,,,,
"Aristolochia serpentaria",,ARSE3,native,9,,,,
"Armoracia rusticana",,ARRU4,non-native,0,,,,
"Arnoseris minima",,ARMI3,non-native,0,,,,
"Aronia arbutifolia",,ARAR7,native,5,,,,
"Aronia melanocarpa",,ARME6,native,5,,,,
"Aronia prunifolia",,ARPR2,native,5,,,,
"Arrhenatherum elatius",,AREL3,non-native,0,,,,
"Artemisia abrotanum",,ARAB2,non-native,0,,,,
"Artemisia absinthium",,ARAB3,non-native,0,,,,
"Artemisia annua",,ARAN3,non-native,0,,,,
"Artemisia biennis",,ARBI2,native,2,,,,
"Artemisia campestris",,ARCA12,native,5,,,,
"Artemisia dracunculus",,ARDR4,non-native,0,,,,
"Artemisia filifolia",,ARFI2,non-native,0,,,,
"Artemisia frigida",,ARFR4,non-native,0,,,,
"Artemisia ludoviciana",,ARLU,native,2,,,,
"Artemisia pontica",,ARPO4,non-native,0,,,,
"Artemisia stelleriana",,ARST6,non-native,0,,,,
"Artemisia vulgaris",,ARVU,non-native,0,,,,
"Arthraxon hispidus",,ARHI3,non-native,0,,,,
"Aruncus dioicus",,ARDI8,non-native,0,,,,
"Asarum canadense",,ASCA,native,7,,,,
"Asclepias amplexicaulis",,ASAM,native,4,,,,
"Asclepias exaltata",,ASEX,native,6,,,,
"Asclepias incarnata",,ASIN,native,4,,,,
"Asclepias purpurascens",,ASPU2,native,4,,,,
"Asclepias quadrifolia",,ASQU,native,7,,,,
"Asclepias syriaca",,ASSY,native,2,,,,
"Asclepias tuberosa",,ASTU,native,4,,,,
"Asclepias variegata",,ASVA,native,10,,,,
"Asclepias verticillata",,ASVE,native,8,,,,
"Asclepias viridiflora",,ASVI,native,10,,,,
"Asparagus officinalis",,ASOF,non-native,0,,,,
"Asperula arvensis",,ASAR2,non-native,0,,,,
"Asplenium montanum",,ASMO2,native,10,,,,
"Asplenium platyneuron",,ASPL,native,6,,,,
"Asplenium rhizophyllum",,ASRH2,native,9,,,,
"Asplenium ruta-muraria",,ASRU2,native,10,,,,
"Asplenium trichomanes",,ASTR2,native,8,,,,
"Aster tataricus",,ASTA,non-native,0,,,,
"Astilbe japonica",,ASJA2,non-native,0,,,,
"Athyrium filix-femina",,ATFI,native,5,,,,
"Athyrium filix-femina ssp. angustum",,ATFIA,native,6,,,,
"Atriplex cristata",,ATCR2,native,7,,,,
"Atriplex glabriuscula",,ATGL,native,8,,,,
"Atriplex hortensis",,ATHO,non-native,0,,,,
"Atriplex littoralis",,ATLI3,non-native,0,,,,
"Atriplex patula",,ATPA4,non-native,0,,,,
"Atriplex prostrata",,ATPR,native,5,,,,
"Atriplex rosea",,ATRO,non-native,0,,,,
"Atriplex subspicata",,ATSU2,native,8,,,,
"Atriplex tatarica",,ATTA,non-native,0,,,,
"Aureolaria flava",,AUFL,native,6,,,,
"Aureolaria pedicularia",,AUPE2,native,7,,,,
"Aureolaria virginica",,AUVI,native,7,,,,
"Aurinia saxatilis",,AUSA,non-native,0,,,,
"Avena fatua",,AVFA,non-native,0,,,,
"Avena sativa",,AVSA,non-native,0,,,,
"Axyris amaranthoides",,AXAM,non-native,0,,,,
"Azolla caroliniana",,AZCA,non-native,0,,,,
"Baccharis halimifolia",,BAHA,native,8,,,,
"Ballota nigra",,BANI,non-native,0,,,,
"Baptisia australis",,BAAU,non-native,0,,,,
"Baptisia tinctoria",,BATI,native,3,,,,
"Barbarea verna",,BAVE,non-native,0,,,,
"Barbarea vulgaris",,BAVU,non-native,0,,,,
"Bartonia paniculata",,BAPA2,native,6,,,,
"Bartonia virginica",,BAVI3,native,6,,,,
"Bassia hirsuta",,BAHI3,non-native,0,,,,
"Bassia hyssopifolia",,BAHY,non-native,0,,,,
"Bassia scoparia",,BASC5,non-native,0,,,,
"Beckmannia syzigachne",,BESY,non-native,0,,,,
"Belamcanda chinensis",,BECH,non-native,0,,,,
"Bellis perennis",,BEPE2,non-native,0,,,,
"Berberis thunbergii",,BETH,non-native,0,,,,
"Berberis vulgaris",,BEVU,non-native,0,,,,
"Berteroa incana",,BEIN2,non-native,0,,,,
"Beta vulgaris",,BEVU2,non-native,0,,,,
"Betula alleghaniensis",,BEAL2,native,6,,,,
"Betula lenta",,BELE,native,5,,,,
"Betula nigra",,BENI,native,7,,,,
"Betula papyrifera var. cordifolia",,BEPAC2,native,7,,,,
"Betula papyrifera var. papyrifera",,BEPAP,native,5,,,,
"Betula pendula",,BEPE3,non-native,0,,,,
"Betula platyphylla",,BEPL2,non-native,0,,,,
"Betula populifolia",,BEPO,native,3,,,,
"Betula pubescens",,BEPU5,non-native,0,,,,
"Betula pumila",,BEPU4,native,9,,,,
"Betula �caerulea",,BECA4,native,6,,,,
"Bidens alba",,BIAL,non-native,0,,,,
"Bidens aristosa",,BIAR,native,2,,,,
"Bidens beckii",,BIBE2,native,8,,,,
"Bidens bidentoides",,BIBI3,native,6,,,,
"Bidens bipinnata",,BIBI7,native,2,,,,
"Bidens cernua",,BICE,native,4,,,,
"Bidens connata",,BICO5,native,4,,,,
"Bidens coronata",,BICO,native,7,,,,
"Bidens discoidea",,BIDI,native,6,,,,
"Bidens eatonii",,BIEA,native,9,,,,
"Bidens frondosa",,BIFR,native,2,,,,
"Bidens heterodoxa",,BIHE2,native,3,,,,
"Bidens hyperborea",,BIHY,native,8,,,,
"Bidens laevis",,BILA,native,5,,,,
"Bidens pilosa",,BIPI,non-native,0,,,,
"Bidens tripartita",,BITR,native,4,,,,
"Bidens vulgata",,BIVU,native,2,,,,
"Blephilia ciliata",,BLCI,native,7,,,,
"Blephilia hirsuta",,BLHI,native,8,,,,
"Blitum capitatum ssp. capitatum",,BLCA,native,3,,,,
"Boechera stricta",,BOST4,native,9,,,,
"Boehmeria cylindrica",,BOCY,native,4,,,,
"Bolboschoenus fluviatilis",,BOFL3,native,7,,,,
"Bolboschoenus maritimus",,BOMA7,native,8,,,,
"Bolboschoenus novae-angliae",,BONO,native,9,,,,
"Bolboschoenus robustus",,BORO5,native,9,,,,
"Boltonia asteroides",,BOAS,non-native,0,,,,
"Borago officinalis",,BOOF,non-native,0,,,,
"Botrychium dissectum",,BODI2,native,4,,,,
"Botrychium lanceolatum var. angustisegmentum",,BOLAA2,native,6,,,,
"Botrychium matricariifolium",,BOMA2,native,6,,,,
"Botrychium multifidum",,BOMU,native,4,,,,
"Botrychium oneidense",,BOON,native,7,,,,
"Botrychium rugulosum",,BORU,native,7,,,,
"Botrychium simplex",,BOSI,native,6,,,,
"Botrychium virginianum",,BOVI,native,7,,,,
"Bouteloua curtipendula",,BOCU,native,7,,,,
"Bouteloua gracilis",,BOGR2,non-native,0,,,,
"Brachyelytrum aristosum",,BRAR9,native,5,,,,
"Brachyelytrum erectum",,BRER2,native,6,,,,
"Bracteantha bracteata",,BRBR15,non-native,0,,,,
"Brasenia schreberi",,BRSC,native,6,,,,
"Brassica juncea",,BRJU,non-native,0,,,,
"Brassica napus",,BRNA,non-native,0,,,,
"Brassica nigra",,BRNI,non-native,0,,,,
"Brassica oleracea",,BROL,non-native,0,,,,
"Brassica rapa",,BRRA,non-native,0,,,,
"Briza media",,BRME,non-native,0,,,,
"Bromus arvensis",,BRAR5,non-native,0,,,,
"Bromus briziformis",,BRBR5,non-native,0,,,,
"Bromus ciliatus",,BRCI2,native,6,,,,
"Bromus diandrus",,BRDI3,non-native,0,,,,
"Bromus erectus",,BRER3,non-native,0,,,,
"Bromus hordeaceus",,BRHO2,non-native,0,,,,
"Bromus inermis",,BRIN2,non-native,0,,,,
"Bromus kalmii",,BRKA2,native,7,,,,
"Bromus latiglumis",,BRLA4,native,7,,,,
"Bromus lepidus",,BRLE5,non-native,0,,,,
"Bromus marginatus",,BRMA4,non-native,0,,,,
"Bromus pubescens",,BRPU6,native,6,,,,
"Bromus racemosus",,BRRA2,non-native,0,,,,
"Bromus rubens",,BRRU2,non-native,0,,,,
"Bromus secalinus",,BRSE,non-native,0,,,,
"Bromus squarrosus",,BRSQ2,non-native,0,,,,
"Bromus sterilis",,BRST2,non-native,0,,,,
"Bromus tectorum",,BRTE,non-native,0,,,,
"Broussonetia papyrifera",,BRPA4,non-native,0,,,,
"Buddleja davidii",,BUDA2,non-native,0,,,,
"Buglossoides arvensis",,BUAR3,non-native,0,,,,
"Bulbostylis capillaris",,BUCA2,native,2,,,,
"Bupleurum rotundifolium",,BURO,non-native,0,,,,
"Butomus umbellatus",,BUUM,non-native,0,,,,
"Cabomba caroliniana",,CACA,non-native,0,,,,
"Cakile edentula var. edentula",,CAEDE2,native,8,,,,
"Calamagrostis canadensis",,CACA4,native,4,,,,
"Calamagrostis coarctata",,CACO71,native,5,,,,
"Calamagrostis epigeios",,CAEP,non-native,0,,,,
"Calandrinia ciliata",,CACI2,non-native,0,,,,
"Calendula officinalis",,CAOF,non-native,0,,,,
"Calla palustris",,CAPA,native,7,,,,
"Callitriche hermaphroditica",,CAHE2,native,8,,,,
"Callitriche heterophylla",,CAHE3,native,6,,,,
"Callitriche palustris",,CAPA52,native,6,,,,
"Callitriche stagnalis",,CAST,non-native,0,,,,
"Callitriche terrestris",,CATE19,native,5,,,,
"Calluna vulgaris",,CAVU,non-native,0,,,,
"Calopogon tuberosus",,CATU5,native,9,,,,
"Caltha palustris",,CAPA5,native,6,,,,
"Calycanthus floridus",,CAFL22,non-native,0,,,,
"Calystegia hederacea",,CAHE21,non-native,0,,,,
"Calystegia sepium",,CASE13,native,2,,,,
"Calystegia spithamaea",,CASP14,native,7,,,,
"Camelina microcarpa",,CAMI2,non-native,0,,,,
"Camelina sativa",,CASA2,non-native,0,,,,
"Campanula aparinoides",,CAAP2,native,6,,,,
"Campanula carpatica",,CACA37,non-native,0,,,,
"Campanula divaricata",,CADI3,non-native,0,,,,
"Campanula glomerata",,CAGL2,non-native,0,,,,
"Campanula medium",,CAME20,non-native,0,,,,
"Campanula patula",,CAPA44,non-native,0,,,,
"Campanula persicifolia",,CAPE20,non-native,0,,,,
"Campanula punctata",,CAPU20,non-native,0,,,,
"Campanula rapunculoides",,CARA,non-native,0,,,,
"Campanula rotundifolia",,CARO2,native,7,,,,
"Campanula trachelium",,CATR4,non-native,0,,,,
"Campsis radicans",,CARA2,non-native,0,,,,
"Cannabis sativa",,CASA3,non-native,0,,,,
"Capsella bursa-pastoris",,CABU2,non-native,0,,,,
"Capsicum annuum",,CAAN4,non-native,0,,,,
"Cardamine bulbosa",,CABU3,native,7,,,,
"Cardamine concatenata",,CACO26,native,7,,,,
"Cardamine diphylla",,CADI10,native,7,,,,
"Cardamine douglassii",,CADO,native,8,,,,
"Cardamine flexuosa",,CAFL14,non-native,0,,,,
"Cardamine hirsuta",,CAHI3,non-native,0,,,,
"Cardamine impatiens",,CAIM,non-native,0,,,,
"Cardamine longii",,CALO11,native,8,,,,
"Cardamine maxima",,CAMA36,native,7,,,,
"Cardamine parviflora",,CAPA12,native,5,,,,
"Cardamine pensylvanica",,CAPE3,native,4,,,,
"Cardamine pratensis",,CAPR3,non-native,0,,,,
"Cardaria draba",,CADR,non-native,0,,,,
"Cardiospermum halicacabum",,CAHA13,non-native,0,,,,
"Carduus acanthoides",,CAAC,non-native,0,,,,
"Carduus crispus",,CACR2,non-native,0,,,,
"Carduus nutans",,CANU4,non-native,0,,,,
"Carex abscondita",,CAAB5,native,8,,,,
"Carex acutiformis",,CAAC2,non-native,0,,,,
"Carex aestivalis",,CAAE2,native,7,,,,
"Carex alata",,CAAL3,native,9,,,,
"Carex albicans",,CAA25,native,6,,,,
"Carex albolutescens",,CAAL5,native,6,,,,
"Carex albursina",,CAAL11,native,8,,,,
"Carex alopecoidea",,CAAL8,native,8,,,,
"Carex amphibola",,CAAM8,native,7,,,,
"Carex annectens",,CAAN6,native,2,,,,
"Carex appalachica",,CAAP5,native,6,,,,
"Carex aquatilis",,CAAQ,native,8,,,,
"Carex arcta",,CAAR2,native,8,,,,
"Carex arctata",,CAAR3,native,6,,,,
"Carex argyrantha",,CAAR4,native,6,,,,
"Carex atlantica",,CAAT4,native,7,,,,
"Carex aurea",,CAAU3,native,6,,,,
"Carex backii",,CABA3,native,9,,,,
"Carex barrattii",,CABA9,native,10,,,,
"Carex bebbii",,CABE2,native,6,,,,
"Carex bicknellii",,CABI3,native,5,,,,
"Carex billingsii",,CABI22,native,9,,,,
"Carex blanda",,CABL,native,4,,,,
"Carex brevior",,CABR10,native,4,,,,
"Carex bromoides",,CABR14,native,6,,,,
"Carex brunnescens",,CABR15,native,6,,,,
"Carex bullata",,CABU7,native,7,,,,
"Carex bushii",,CABU5,native,5,,,,
"Carex buxbaumii",,CABU6,native,8,,,,
"Carex canescens",,CACA11,native,6,,,,
"Carex caryophyllea",,CACA23,non-native,0,,,,
"Carex cephaloidea",,CACE2,native,6,,,,
"Carex cephalophora",,CACE,native,5,,,,
"Carex collinsii",,CACO21,native,9,,,,
"Carex communis",,CACO7,native,5,,,,
"Carex comosa",,CACO8,native,5,,,,
"Carex conoidea",,CACO14,native,4,,,,
"Carex crawfordii",,CACR4,native,4,,,,
"Carex crinita",,CACR6,native,4,,,,
"Carex cristatella",,CACR7,native,5,,,,
"Carex cryptolepis",,CACR9,native,6,,,,
"Carex cumulata",,CACU3,native,4,,,,
"Carex davisii",,CADA,native,9,,,,
"Carex debilis var. debilis",,CADED,native,5,,,,
"Carex debilis var. rudgei",,CADER,native,5,,,,
"Carex deflexa",,CADE7,native,5,,,,
"Carex deweyana",,CADE9,native,6,,,,
"Carex diandra",,CADI4,native,7,,,,
"Carex digitalis",,CADI5,native,6,,,,
"Carex disperma",,CADI6,native,7,,,,
"Carex eburnea",,CAEB2,native,8,,,,
"Carex echinata",,CAEC,native,6,,,,
"Carex emoryi",,CAEM2,native,8,,,,
"Carex exilis",,CAEX7,native,9,,,,
"Carex festucacea",,CAFE3,native,4,,,,
"Carex flava",,CAFL4,native,5,,,,
"Carex foenea",,CAFO3,native,6,,,,
"Carex folliculata",,CAFO6,native,6,,,,
"Carex formosa",,CAFO4,native,8,,,,
"Carex glaucodea",,CAGL6,native,6,,,,
"Carex gracilescens",,CAGR8,native,7,,,,
"Carex gracillima",,CAGR2,native,4,,,,
"Carex granularis",,CAGR3,native,5,,,,
"Carex grayi",,CAGR5,native,8,,,,
"Carex grisea",,CAGR24,native,6,,,,
"Carex gynandra",,CAGY4,native,4,,,,
"Carex haydenii",,CAHA7,native,6,,,,
"Carex hirsutella",,CAHI6,native,4,,,,
"Carex hirta",,CAHI10,non-native,0,,,,
"Carex hirtifolia",,CAHI5,native,6,,,,
"Carex hitchcockiana",,CAHI8,native,8,,,,
"Carex hormathodes",,CAHO8,native,8,,,,
"Carex hystericina",,CAHY4,native,6,,,,
"Carex interior",,CAIN11,native,7,,,,
"Carex intumescens",,CAIN12,native,4,,,,
"Carex kobomugi",,CAKO2,non-native,0,,,,
"Carex lacustris",,CALA16,native,5,,,,
"Carex laevivaginata",,CALA14,native,6,,,,
"Carex lasiocarpa",,CALA11,native,7,,,,
"Carex laxiculmis",,CALA18,native,6,,,,
"Carex laxiflora",,CALA19,native,6,,,,
"Carex leptalea",,CALE10,native,7,,,,
"Carex leptonervia",,CALE11,native,6,,,,
"Carex limosa",,CALI7,native,8,,,,
"Carex livida",,CALI,native,9,,,,
"Carex longii",,CALO5,native,5,,,,
"Carex lucorum",,CALU17,native,6,,,,
"Carex lupuliformis",,CALU3,native,9,,,,
"Carex lupulina",,CALU4,native,5,,,,
"Carex lurida",,CALU5,native,3,,,,
"Carex mackenziei",,CAMA8,native,7,,,,
"Carex magellanica",,CAMA12,native,9,,,,
"Carex meadii",,CAME2,native,9,,,,
"Carex merritt-fernaldii",,CAME12,native,4,,,,
"Carex mesochorea",,CAME13,native,4,,,,
"Carex mitchelliana",,CAMI18,native,8,,,,
"Carex molesta",,CAMO11,native,5,,,,
"Carex muehlenbergii",,CAMU4,native,5,,,,
"Carex nigra",,CANI5,native,6,,,,
"Carex nigromarginata",,CANI3,native,8,,,,
"Carex normalis",,CANO,native,4,,,,
"Carex novae-angliae",,CANO4,native,7,,,,
"Carex oligocarpa",,CAOL2,native,9,,,,
"Carex oligosperma",,CAOL3,native,9,,,,
"Carex ormostachya",,CAOR5,native,6,,,,
"Carex ovalis",,CAOV8,non-native,0,,,,
